"date","opponent","game_id"
"11/10/17","Georgia","400987154"
"11/14/17","NC State","400986698"
"11/18/17","Navy","400990714"
"11/21/17","Rutgers","400986377"
"11/24/17","Hartford","400990728"
"11/26/17","Brown","400990733"
"11/29/17","Yale","400990739"
"12/2/17","New Hampshire","400990747"
"12/6/17","Albany","400989994"
"12/9/17","Memphis","400987998"
"12/11/17","Louisville","400986137"
"12/17/17","Siena","400990769"
"12/22/17","Dartmouth","400990775"
"12/29/17","Robert Morris","400990780"
"12/31/17","St. Francis PA","400990785"
"1/4/18","Mt. St. Mary's","400990790"
"1/6/18","Sacred Heart","400990795"
"1/11/18","Wagner","400990800"
"1/13/18","Central Connecticut","400990805"
"1/18/18","LIU Brooklyn","400990810"
"1/20/18","St. Francis BKN","400990815"
"1/25/18","Central Connecticut","400990820"
"1/27/18","Fairleigh Dickinson","400990825"
"2/1/18","St. Francis BKN","400990830"
"2/3/18","LIU Brooklyn","400990835"
"2/8/18","Wagner","400990840"
"2/10/18","Mt. St. Mary's","400990845"
"2/15/18","Robert Morris","400990850"
"2/17/18","St. Francis PA","400990855"
"2/22/18","Sacred Heart","400990860"
"2/24/18","Fairleigh Dickinson","400990865"
