"date","opponent","game_id"
"11/10/17","Cincinnati","400987825"
"11/13/17","East Tennessee State","400988653"
"11/15/17","Middle Georgia St","400992927"
"11/17/17","Louisiana","400990368"
"11/20/17","Jacksonville State","400990894"
"11/21/17","Alabama State","401001891"
"11/25/17","Texas Tech","400989268"
"11/28/17","Wichita State","400987976"
"11/30/17","Carver Bible College","400992928"
"12/2/17","William & Mary","400991513"
"12/9/17","Georgia Southern","400990400"
"12/13/17","Texas A&M","400987242"
"12/17/17","Baylor","400989131"
"12/19/17","Virginia","400986650"
"12/31/17","Michigan State","400986480"
"1/6/18","Coppin State","400992722"
"1/8/18","Morgan State","400992783"
"1/13/18","Maryland-Eastern Shore","400992929"
"1/15/18","Howard","400992771"
"1/20/18","Hampton","400992930"
"1/22/18","Norfolk State","400992797"
"1/27/18","Delaware State","400992743"
"1/31/18","Florida A&M","400992758"
"2/3/18","South Carolina State","400992931"
"2/10/18","Morgan State","400992788"
"2/12/18","North Carolina A&T","400992808"
"2/17/18","Norfolk State","400992799"
"2/19/18","Hampton","400992932"
"2/24/18","Bethune-Cookman","400992717"
"2/26/18","North Carolina Central","400992819"
"3/1/18","South Carolina State","400992933"
"3/8/18","North Carolina Central","401020552"
