"date","opponent","game_id"
"11/10/17","South Carolina State","400986331"
"11/12/17","Yale","400986342"
"11/16/17","Xavier","400986358"
"11/20/17","Baylor","400986375"
"11/21/17","UCLA","401000132"
"11/24/17","Milwaukee","400986391"
"11/27/17","Virginia","400986096"
"12/2/17","Ohio State","400986397"
"12/4/17","Penn State","400986403"
"12/6/17","Temple","400986408"
"12/9/17","Marquette","400986422"
"12/13/17","Western Kentucky","400986432"
"12/23/17","Green Bay","400986464"
"12/27/17","Chicago State","400986465"
"12/30/17","UMass Lowell","400986479"
"1/2/18","Indiana","400986481"
"1/5/18","Rutgers","400986489"
"1/9/18","Nebraska","400986496"
"1/16/18","Purdue","400986511"
"1/19/18","Illinois","400986516"
"1/23/18","Iowa","400986525"
"1/26/18","Michigan State","400986531"
"1/29/18","Nebraska","400986537"
"2/1/18","Northwestern","400986543"
"2/4/18","Maryland","400986548"
"2/8/18","Illinois","400986556"
"2/11/18","Michigan","400986562"
"2/15/18","Purdue","400986569"
"2/19/18","Minnesota","400986577"
"2/22/18","Northwestern","400986584"
"2/25/18","Michigan State","400986589"
"3/1/18","Maryland","401020032"
"3/2/18","Michigan State","401020036"
