"date","opponent","game_id"
"11/10/17","Boston College","400986047"
"11/14/17","Texas Tech","400989267"
"11/18/17","South Alabama","400990370"
"11/19/17","Sacred Heart","401000130"
"11/22/17","Boston University","400991529"
"11/26/17","Quinnipiac","400991080"
"11/28/17","Georgetown","400988501"
"12/2/17","Fordham","400989861"
"12/5/17","Maine-Presque Isle","400991530"
"12/8/17","Dartmouth","400991531"
"12/10/17","Maine-Machias","400991532"
"12/17/17","Saint Joseph's","400989967"
"12/20/17","Central Connecticut","400990773"
"12/22/17","Massachusetts","400990105"
"12/30/17","Columbia","400991533"
"1/3/18","Stony Brook","400991534"
"1/6/18","Binghamton","400990025"
"1/10/18","UMBC","400991535"
"1/13/18","Albany","400990001"
"1/15/18","Vermont","400991536"
"1/18/18","Hartford","400991520"
"1/24/18","New Hampshire","400991537"
"1/27/18","UMBC","400991538"
"1/31/18","UMass Lowell","400991539"
"2/3/18","Binghamton","400990033"
"2/8/18","New Hampshire","400991540"
"2/11/18","Stony Brook","400991541"
"2/15/18","Hartford","400991525"
"2/21/18","UMass Lowell","400991542"
"2/24/18","Albany","400990012"
"2/27/18","Vermont","400991543"
"3/3/18","Vermont","401020720"
