"date","opponent","game_id"
"11/10/17","Elon","400986320"
"11/11/17","Utah Valley","400986048"
"11/14/17","Michigan State","400986058"
"11/17/17","Southern","400986066"
"11/20/17","Furman","400986078"
"11/23/17","Portland St","400986088"
"11/24/17","Texas","400999722"
"11/26/17","Florida","401001001"
"11/29/17","Indiana","400986108"
"12/2/17","South Dakota","400986114"
"12/5/17","St. Francis PA","400986123"
"12/9/17","Boston College","400986132"
"12/20/17","Evansville","400986156"
"12/30/17","Florida State","400986171"
"1/6/18","NC State","400986186"
"1/10/18","Pittsburgh","400986193"
"1/13/18","Wake Forest","400986198"
"1/15/18","Miami","400986205"
"1/20/18","Pittsburgh","400986214"
"1/23/18","Wake Forest","400986220"
"1/27/18","Virginia","400986226"
"1/29/18","Notre Dame","400986231"
"2/3/18","St. John's","400986238"
"2/8/18","North Carolina","400986251"
"2/11/18","Georgia Tech","400986257"
"2/14/18","Virginia Tech","400986261"
"2/18/18","Clemson","400986268"
"2/21/18","Louisville","400986275"
"2/24/18","Syracuse","400986281"
"2/26/18","Virginia Tech","400986283"
"3/3/18","North Carolina","400986293"
"3/8/18","Notre Dame","401019994"
"3/9/18","North Carolina","401019997"
"3/15/18","Iona","401025836"
"3/17/18","Rhode Island","401025870"
"3/23/18","Syracuse","401025881"
"3/25/18","Kansas","401025882"
