"team","clust_coeff","max_page_rank","page_rank_mvp","max_hub_score","hub_score_mvp","max_auth_score","auth_score_mvp","max_ast_freq","ast_freq_leader","max_shot_freq","shot_freq_leader","weighted_max_page_rank","weighted_page_rank_mvp","weighted_max_hub_score","weighted_hub_score_mvp","weighted_max_auth_score","weighted_auth_score_mvp","weighted_max_ast_freq","weighted_ast_freq_leader","weighted_max_shot_freq","weighted_shot_freq_leader"
"Duquesne",0.645,0.202875355669919,"Mike Lewis II",0.787057817449759,"Tarin Smith",0.675838971785303,"Mike Lewis II",0.298076923076923,"Tarin Smith",0.269230769230769,"Mike Lewis II",0.218612173517621,"Mike Lewis II",0.785186731718965,"Tarin Smith",0.745029137636762,"Mike Lewis II",0.302325581395349,"Tarin Smith",0.306201550387597,"Mike Lewis II"
"East Carolina",0.731,0.209879847540172,"B.J. Tyson",0.865220070295441,"Isaac Fleming",0.669846255253335,"B.J. Tyson",0.382165605095541,"Isaac Fleming",0.254777070063694,"B.J. Tyson",0.213866783012289,"B.J. Tyson",0.862709631622338,"Isaac Fleming",0.73521209052946,"B.J. Tyson",0.376731301939058,"Isaac Fleming",0.271468144044321,"B.J. Tyson"
"Eastern Illinois",0.734,0.148878136740253,"Jajuan Starks",0.67362622904542,"Terrell Lewis",0.586416145570037,"Muusa Dama",0.240506329113924,"Terrell Lewis",0.183544303797468,"Montell Goodwin",0.146142247744198,"Montell Goodwin",0.70506819649894,"Terrell Lewis",0.671688048790863,"Montell Goodwin",0.248041775456919,"Terrell Lewis",0.206266318537859,"Montell Goodwin"
"Eastern Kentucky",0.818,0.246279239956374,"Nick Mayo",0.560803516948716,"JacQuess Hobbs",0.630447953503006,"Nick Mayo",0.212290502793296,"JacQuess Hobbs",0.256983240223464,"Nick Mayo",0.229823372664249,"Nick Mayo",0.569719098616042,"JacQuess Hobbs",0.591376401266881,"Nick Mayo",0.212814645308924,"JacQuess Hobbs",0.231121281464531,"Nick Mayo"
"Eastern Michigan",0.771,0.199069343865938,"Elijah Minnie",0.792986090307539,"Paul Jackson",0.636833323234198,"James Thompson IV",0.342105263157895,"Paul Jackson",0.284210526315789,"James Thompson IV",0.200647472236462,"Elijah Minnie",0.80997478839078,"Paul Jackson",0.691247222701095,"Elijah Minnie",0.349892008639309,"Paul Jackson",0.233261339092873,"James Thompson IV"
"Eastern Washington",0.774,0.159520155465358,"Ty Gibson",0.710691975760533,"Bogdan Bliznyuk",0.628874433353652,"Ty Gibson",0.264864864864865,"Bogdan Bliznyuk",0.189189189189189,"Ty Gibson",0.178895051694374,"Ty Gibson",0.73339954887148,"Bogdan Bliznyuk",0.703531044122209,"Ty Gibson",0.271398747390397,"Bogdan Bliznyuk",0.217118997912317,"Ty Gibson"
"Elon",0.646,0.183009677344761,"Tyler Seibring",0.631913737111084,"Dainan Swoope",0.615436761787334,"Tyler Seibring",0.23109243697479,"Dainan Swoope",0.226890756302521,"Tyler Seibring",0.184255918004067,"Tyler Seibring",0.621962195115327,"Dainan Swoope",0.621458250047758,"Tyler Seibring",0.233766233766234,"Dainan Swoope",0.228896103896104,"Tyler Seibring"
"East Tennessee State",0.762,0.140375588608731,"Devontavius Payne",0.647129497456324,"Jalan McCloud",0.525940108933684,"Devontavius Payne",0.262886597938144,"Jalan McCloud",0.170103092783505,"Devontavius Payne",0.153344617619583,"Devontavius Payne",0.634196468299466,"Jalan McCloud",0.578831052471166,"Devontavius Payne",0.263713080168776,"Jalan McCloud",0.191983122362869,"Devontavius Payne"
"Evansville",0.835,0.204417594330789,"Blake Simmons",0.648662287742486,"Dru Smith",0.673364497323476,"Blake Simmons",0.254658385093168,"Dru Smith",0.260869565217391,"Blake Simmons",0.217969398362454,"Blake Simmons",0.614322904311506,"Dru Smith",0.740358210606636,"Blake Simmons",0.246753246753247,"Dru Smith",0.288311688311688,"Blake Simmons"
"Fairfield",0.804,0.231736748666067,"Tyler Nelson",0.608780943894019,"Jerome Segura",0.569172003956546,"Matija Milin",0.230769230769231,"Tyler Nelson",0.230769230769231,"Tyler Nelson",0.245946355986136,"Tyler Nelson",0.634043274148463,"Tyler Nelson",0.619670614283405,"Ferron Flavors Jr",0.242165242165242,"Jerome Segura",0.236467236467236,"Tyler Nelson"
"Fairleigh Dickinson",0.679,0.265079515349502,"Darnell Edge",0.762957372158246,"Darian Anderson",0.756302744423805,"Darnell Edge",0.278260869565217,"Darian Anderson",0.28695652173913,"Darnell Edge",0.262543108937444,"Darnell Edge",0.784618063687305,"Darian Anderson",0.741631490755203,"Darnell Edge",0.284246575342466,"Darian Anderson",0.287671232876712,"Darnell Edge"
"Florida Gulf Coast",0.784,0.135966730565518,"Zach Johnson",0.779085240022222,"Brandon Goodwin",0.531527204042906,"Zach Johnson",0.324200913242009,"Brandon Goodwin",0.164383561643836,"Zach Johnson",0.156749134596381,"Zach Johnson",0.751677638537982,"Brandon Goodwin",0.534492054568381,"Christian Terrell",0.318352059925094,"Brandon Goodwin",0.179775280898876,"Zach Johnson"
"Florida Intl",0.578,0.216572983953251,"Trejon Jacob",0.740192282535831,"Brian Beard Jr",0.787358965244801,"Trejon Jacob",0.367741935483871,"Brian Beard Jr",0.303225806451613,"Trejon Jacob",0.230817956081044,"Trejon Jacob",0.70375742691546,"Brian Beard Jr",0.811833118270718,"Trejon Jacob",0.357142857142857,"Brian Beard Jr",0.314814814814815,"Trejon Jacob"
"Florida Atlantic",0.677,0.165986629407198,"Gerdarius Troutman",0.752825051468132,"Anthony Adger",0.660401783855772,"Gerdarius Troutman",0.254901960784314,"Anthony Adger",0.222222222222222,"Gerdarius Troutman",0.192857785516846,"Gerdarius Troutman",0.77188208121757,"Anthony Adger",0.732539203870849,"Gerdarius Troutman",0.255434782608696,"Anthony Adger",0.258152173913043,"Gerdarius Troutman"
"Florida",0.784,0.160261462890974,"Jalen Hudson",0.895385565040317,"Chris Chiozza",0.607180572581738,"Egor Koulechov",0.422619047619048,"Chris Chiozza",0.202380952380952,"Jalen Hudson",0.172338587528753,"Jalen Hudson",0.887815436492633,"Chris Chiozza",0.58951965293778,"Egor Koulechov",0.418604651162791,"Chris Chiozza",0.218604651162791,"Jalen Hudson"
"Florida A&M",0.681,0.186320234231762,"Marcus Barham",0.547004489907295,"Desmond Williams",0.738508204438248,"Marcus Barham",0.169014084507042,"Desmond Williams",0.26056338028169,"Marcus Barham",0.208977694741526,"Marcus Barham",0.557146372017965,"Desmond Williams",0.803620391661745,"Marcus Barham",0.168604651162791,"Desmond Williams",0.290697674418605,"Marcus Barham"
"Florida State",0.804,0.197832234543544,"Phil Cofer",0.552030821151542,"Trent Forrest",0.616071824069656,"Phil Cofer",0.231441048034934,"Trent Forrest",0.213973799126638,"Phil Cofer",0.193886807017593,"Phil Cofer",0.596493785148138,"Trent Forrest",0.580352096742209,"Phil Cofer",0.242424242424242,"Trent Forrest",0.206773618538324,"Phil Cofer"
"Fordham",0.855,0.179185316342612,"Joseph Chartouny",0.836296780131873,"Joseph Chartouny",0.679592836911505,"Will Tavares",0.31547619047619,"Joseph Chartouny",0.220238095238095,"Will Tavares",0.171874294914911,"Joseph Chartouny",0.823982717876562,"Joseph Chartouny",0.642613009149967,"Will Tavares",0.313253012048193,"Joseph Chartouny",0.207228915662651,"Will Tavares"
"Fort Wayne",0.701,0.167647846412585,"Kason Harrell",0.593130315683429,"Matt Weir",0.480893726727657,"Bryson Scott",0.246575342465753,"Matt Weir",0.168949771689498,"Kason Harrell",0.174864102061597,"Kason Harrell",0.611012191950225,"John Konchar",0.511155123748406,"Kason Harrell",0.249116607773852,"John Konchar",0.183745583038869,"Kason Harrell"
"Fresno State",0.812,0.211195833028724,"Jahmel Taylor",0.743875391767668,"Deshon Taylor",0.653105157888183,"Jahmel Taylor",0.276119402985075,"Deshon Taylor",0.238805970149254,"Jahmel Taylor",0.231116547538435,"Jahmel Taylor",0.758616634418926,"Deshon Taylor",0.769146857521897,"Jahmel Taylor",0.279635258358663,"Deshon Taylor",0.285714285714286,"Jahmel Taylor"
"Furman",0.763,0.142371308641566,"Daniel Fowler",0.511068405493885,"Daniel Fowler",0.522457927827274,"Matt Rafferty",0.191709844559585,"Daniel Fowler",0.170984455958549,"Matt Rafferty",0.146865008102086,"Daniel Fowler",0.510942781658893,"Daniel Fowler",0.466155557114367,"Daniel Fowler",0.190854870775348,"Daniel Fowler",0.159045725646123,"Daniel Fowler"
"Georgia Southern",0.742,0.19855554284751,"Jake Allsmiller",0.949711929188955,"Tookie Brown",0.856085808273834,"Jake Allsmiller",0.436507936507937,"Tookie Brown",0.301587301587302,"Jake Allsmiller",0.222290387960951,"Jake Allsmiller",0.94913535496265,"Tookie Brown",0.889935888234651,"Jake Allsmiller",0.441717791411043,"Tookie Brown",0.346625766871166,"Jake Allsmiller"
"Gardner-Webb",0.704,0.182506627245789,"Liam O'Reilly",0.614201595102701,"Liam O'Reilly",0.61000913313154,"David Efianayi",0.251231527093596,"Liam O'Reilly",0.226600985221675,"Liam O'Reilly",0.204328566422405,"Liam O'Reilly",0.566980980945129,"Christian Turner",0.642432621102172,"Liam O'Reilly",0.243713733075435,"Liam O'Reilly",0.257253384912959,"Liam O'Reilly"
"George Mason",0.835,0.1858782834362,"Jaire Grayer",0.873035969935236,"Otis Livingston II",0.786232554941122,"Jaire Grayer",0.408759124087591,"Otis Livingston II",0.284671532846715,"Jaire Grayer",0.20005922082292,"Jaire Grayer",0.885390886499896,"Otis Livingston II",0.825293089162532,"Jaire Grayer",0.412103746397695,"Otis Livingston II",0.314121037463977,"Jaire Grayer"
"George Washington",0.755,0.167285342198274,"Jair Bolden",0.570418050575319,"Jair Bolden",0.482158688277137,"Arnaldo Toro",0.218934911242604,"Jair Bolden",0.177514792899408,"Yuta Watanabe",0.186235850396149,"Jair Bolden",0.550203484982295,"Jair Bolden",0.486629848734376,"Yuta Watanabe",0.216957605985037,"Jair Bolden",0.194513715710723,"Jair Bolden"
"Georgetown",0.914,0.242410114358761,"Jessie Govan",0.658576323803677,"Jonathan Mulmore",0.701941575960211,"Jessie Govan",0.233050847457627,"Jonathan Mulmore",0.288135593220339,"Jessie Govan",0.228373924088527,"Jessie Govan",0.677845076745951,"Jonathan Mulmore",0.633743791290299,"Jessie Govan",0.23956442831216,"Jonathan Mulmore",0.259528130671506,"Jessie Govan"
"Georgia",0.74,0.208747132557108,"Yante Maten",0.780053159253232,"William Jackson II",0.717704714644557,"Yante Maten",0.267515923566879,"William Jackson II",0.254777070063694,"Yante Maten",0.200845191257249,"Yante Maten",0.810195252240884,"William Jackson II",0.746481360133196,"Yante Maten",0.276712328767123,"William Jackson II",0.249315068493151,"Yante Maten"
"Georgia State",0.721,0.197171851681712,"D'Marcus Simonds",0.831980478389212,"D'Marcus Simonds",0.550736287762509,"Devin Mitchell",0.336898395721925,"D'Marcus Simonds",0.203208556149733,"Devin Mitchell",0.197661840750967,"Devin Mitchell",0.838275177638715,"D'Marcus Simonds",0.593423638615035,"Devin Mitchell",0.342379958246347,"D'Marcus Simonds",0.225469728601253,"Devin Mitchell"
"Georgia Tech",0.81,0.203969866536885,"Ben Lammers",0.631332824068384,"Jose Alvarado",0.673602371372556,"Ben Lammers",0.254545454545455,"Jose Alvarado",0.254545454545455,"Ben Lammers",0.193041749873824,"Ben Lammers",0.677275999209755,"Jose Alvarado",0.600921874545446,"Ben Lammers",0.267716535433071,"Jose Alvarado",0.225721784776903,"Ben Lammers"
"Gonzaga",0.763,0.158196490914263,"Josh Perkins",0.821228760263105,"Josh Perkins",0.597889021987703,"Killian Tillie",0.336898395721925,"Josh Perkins",0.197860962566845,"Killian Tillie",0.179134619127491,"Josh Perkins",0.835047970820617,"Josh Perkins",0.562438052102476,"Killian Tillie",0.337053571428571,"Josh Perkins",0.183035714285714,"Killian Tillie"
"Grambling",0.761,0.208711583203185,"Diontae Jones",0.912394459221439,"Ivy Smith Jr",0.680817679655703,"Axel Mpoyo",0.434426229508197,"Ivy Smith Jr",0.245901639344262,"Axel Mpoyo",0.202441353286958,"Diontae Jones",0.914808360148237,"Ivy Smith Jr",0.633346149530995,"Axel Mpoyo",0.423611111111111,"Ivy Smith Jr",0.21875,"Axel Mpoyo"
"Grand Canyon",0.856,0.170775600728356,"Joshua Braun",0.858684289809115,"Casey Benson",0.545722679526957,"Oscar Frayer",0.307017543859649,"Casey Benson",0.192982456140351,"Joshua Braun",0.184974029697337,"Joshua Braun",0.855750368003747,"Casey Benson",0.563619279956686,"Joshua Braun",0.310592459605027,"Casey Benson",0.215439856373429,"Joshua Braun"
"Green Bay",0.855,0.141177088042139,"Trevian Bell",0.565048877499325,"Khalil Small",0.555639390613353,"David Jesperson",0.222222222222222,"Khalil Small",0.162037037037037,"David Jesperson",0.142651313044143,"Trevian Bell",0.558008904272903,"Khalil Small",0.579206264587693,"David Jesperson",0.21651376146789,"Khalil Small",0.168807339449541,"David Jesperson"
"Hampton",0.811,0.18341374625778,"Jermaine Marrow",0.921211312013609,"Jermaine Marrow",0.44025091370901,"Greg Heckstall",0.443820224719101,"Jermaine Marrow",0.146067415730337,"Akim Mitchell",0.176653020828156,"Jermaine Marrow",0.912789973943657,"Jermaine Marrow",0.495621328379335,"Greg Heckstall",0.42964824120603,"Jermaine Marrow",0.14572864321608,"Kalin Fisher"
"Hartford",0.734,0.209493151696482,"Jason Dunne",0.788030919969101,"J.R. Lynch",0.561434072655576,"Jason Dunne",0.297619047619048,"J.R. Lynch",0.232142857142857,"Jason Dunne",0.225218987624658,"Jason Dunne",0.821284413565694,"J.R. Lynch",0.615117835777605,"Jason Dunne",0.313679245283019,"J.R. Lynch",0.252358490566038,"Jason Dunne"
"Harvard",0.759,0.1933800586345,"Chris Lewis",0.53663442628047,"Bryce Aiken",0.723782288513734,"Chris Lewis",0.194117647058824,"Bryce Aiken",0.264705882352941,"Chris Lewis",0.173434686504522,"Chris Lewis",0.568923355350458,"Bryce Aiken",0.604766104380233,"Chris Lewis",0.198067632850242,"Bryce Aiken",0.217391304347826,"Chris Lewis"
"Hawai'i",0.755,0.153693954064095,"Michael Thomas",0.63440353565052,"Drew Buggs",0.526662542571059,"Gibson Johnson",0.217391304347826,"Drew Buggs",0.173913043478261,"Gibson Johnson",0.156249653432235,"Jack Purchase",0.581272279091326,"Drew Buggs",0.535575173360173,"Jack Purchase",0.203619909502262,"Drew Buggs",0.183257918552036,"Jack Purchase"
"High Point",0.685,0.189833041983518,"Andre Fox",0.640781282265127,"Jamal Wright",0.649710503356947,"Andre Fox",0.219047619047619,"Jamal Wright",0.180952380952381,"Andre Fox",0.192067090839739,"Andre Fox",0.684799760232404,"Jamal Wright",0.748916876635681,"Andre Fox",0.231707317073171,"Jamal Wright",0.211382113821138,"Andre Fox"
"Hofstra",0.774,0.200318591103301,"Justin Wright-Foreman",0.560744181818114,"Desure Buie",0.600258127615904,"Justin Wright-Foreman",0.198717948717949,"Justin Wright-Foreman",0.224358974358974,"Justin Wright-Foreman",0.201432323780971,"Justin Wright-Foreman",0.531801192961819,"Desure Buie",0.684158106671979,"Justin Wright-Foreman",0.1953125,"Justin Wright-Foreman",0.244791666666667,"Justin Wright-Foreman"
"Holy Cross",0.852,0.166828382668235,"Caleb Green",0.625847989252635,"Caleb Green",0.631232501525307,"Jehyve Floyd",0.222222222222222,"Caleb Green",0.197530864197531,"Jehyve Floyd",0.177869947053816,"Caleb Green",0.576507461890021,"Caleb Green",0.491286334255311,"Jehyve Floyd",0.216748768472906,"Caleb Green",0.157635467980296,"Jehyve Floyd"
"Houston",0.703,0.190677466007631,"Devin Davis",0.804975528509571,"Galen Robinson Jr",0.666237148427585,"Armoni Brooks",0.342657342657343,"Galen Robinson Jr",0.251748251748252,"Armoni Brooks",0.195482487642825,"Corey Davis Jr",0.823808785696214,"Galen Robinson Jr",0.711690536678394,"Armoni Brooks",0.361878453038674,"Galen Robinson Jr",0.287292817679558,"Armoni Brooks"
"Houston Baptist",0.718,0.159380263307635,"David Caraher",0.839676946724528,"Braxton Bonds",0.550618028780386,"Jalon Gates",0.33502538071066,"Braxton Bonds",0.182741116751269,"Jalon Gates",0.160200249528305,"David Caraher",0.855900473328515,"Braxton Bonds",0.622545008903701,"Jalon Gates",0.347639484978541,"Braxton Bonds",0.216738197424893,"Jalon Gates"
"Howard",0.771,0.272925284989994,"Charles Williams",0.948962652264705,"RJ Cole",0.816751211061991,"Charles Williams",0.536585365853659,"RJ Cole",0.382113821138211,"Charles Williams",0.269148755627467,"RJ Cole",0.955769532583008,"RJ Cole",0.811652639042129,"Charles Williams",0.544871794871795,"RJ Cole",0.378205128205128,"Charles Williams"
"Idaho",0.784,0.201059917408957,"Victor Sanders",0.684418280198838,"Perrion Callandret",0.696290641162344,"Brayon Blake",0.228260869565217,"Perrion Callandret",0.25,"Brayon Blake",0.204193408677959,"Victor Sanders",0.701941929962611,"Perrion Callandret",0.664726530278588,"Brayon Blake",0.231277533039648,"Perrion Callandret",0.242290748898678,"Brayon Blake"
"Idaho State",0.822,0.185376314257069,"Balint Mocsan",0.626446858471123,"Geno Luzcando",0.713131440465328,"Balint Mocsan",0.25,"Geno Luzcando",0.236486486486487,"Balint Mocsan",0.199533364860562,"Balint Mocsan",0.628215034592587,"Geno Luzcando",0.748125104342959,"Balint Mocsan",0.25201072386059,"Geno Luzcando",0.254691689008043,"Balint Mocsan"
"UIC",0.851,0.185728577632362,"Dominique Matthews",0.683410566601404,"Jordan Blount",0.577418155021623,"Dominique Matthews",0.25531914893617,"Jordan Blount",0.212765957446809,"Dominique Matthews",0.197248313426875,"Dominique Matthews",0.647426039881951,"Jordan Blount",0.645295266922576,"Dominique Matthews",0.239193083573487,"Jordan Blount",0.239193083573487,"Dominique Matthews"
"Illinois",0.862,0.227637390484806,"Michael Finke",0.648489216986915,"Te'Jon Lucas",0.567215749473811,"Michael Finke",0.231132075471698,"Te'Jon Lucas",0.216981132075472,"Michael Finke",0.22244852846984,"Michael Finke",0.670014095048141,"Te'Jon Lucas",0.56361440718938,"Michael Finke",0.242307692307692,"Te'Jon Lucas",0.211538461538462,"Michael Finke"
"Illinois State",0.909,0.209819761398515,"Keyshawn Evans",0.688477360545735,"Milik Yarbrough",0.853419337555481,"Phil Fayne",0.27363184079602,"Keyshawn Evans",0.298507462686567,"Phil Fayne",0.222398799477957,"Keyshawn Evans",0.673593919053569,"Milik Yarbrough",0.742128655725632,"Phil Fayne",0.266536964980545,"Keyshawn Evans",0.233463035019455,"Phil Fayne"
"Incarnate Word",0.815,0.216764243391707,"Simi Socks",0.847647113165605,"Jalin Hart",0.794153111856828,"Simi Socks",0.321428571428571,"Jalin Hart",0.285714285714286,"Simi Socks",0.199412972278209,"Simi Socks",0.862122818358302,"Jalin Hart",0.726549269964812,"Simi Socks",0.319148936170213,"Jalin Hart",0.24822695035461,"Simi Socks"
"Indiana",0.786,0.133097102861868,"Juwan Morgan",0.636235444454295,"Josh Newkirk",0.567170839971558,"Juwan Morgan",0.21256038647343,"Josh Newkirk",0.183574879227053,"Juwan Morgan",0.147077137406778,"Robert Johnson",0.65451862447794,"Josh Newkirk",0.626616090629501,"Robert Johnson",0.212678936605317,"Josh Newkirk",0.18200408997955,"Robert Johnson"
"Indiana State",0.727,0.235612498301899,"Jordan Barnes",0.849832983612654,"Jordan Barnes",0.573454858427185,"Brenton Scott",0.351190476190476,"Jordan Barnes",0.232142857142857,"Jordan Barnes",0.252980285237386,"Jordan Barnes",0.76198150166877,"Jordan Barnes",0.584916801348081,"Brenton Scott",0.326436781609195,"Jordan Barnes",0.266666666666667,"Jordan Barnes"
"Iona",0.875,0.166990986307425,"Zach Lewis",0.800881956961959,"Rickey McGill",0.618362792159886,"TK Edogi",0.321100917431193,"Rickey McGill",0.174311926605505,"TK Edogi",0.166514799779534,"Zach Lewis",0.758214059846335,"Rickey McGill",0.49238183019873,"TK Edogi",0.309734513274336,"Rickey McGill",0.157522123893805,"Zach Lewis"
"Iowa",0.747,0.134308924304176,"Jordan Bohannon",0.84712699654047,"Jordan Bohannon",0.670772794070548,"Isaiah Moss",0.239482200647249,"Jordan Bohannon",0.158576051779935,"Isaiah Moss",0.154639759488944,"Jordan Bohannon",0.83700572745557,"Jordan Bohannon",0.707069619327479,"Isaiah Moss",0.235294117647059,"Jordan Bohannon",0.164158686730506,"Isaiah Moss"
"Iowa State",0.756,0.206858495564808,"Cameron Lard",0.945331885613577,"Nick Weiler-Babb",0.612651021970169,"Cameron Lard",0.560509554140127,"Nick Weiler-Babb",0.254777070063694,"Cameron Lard",0.188471438462911,"Donovan Jackson",0.950061811261771,"Nick Weiler-Babb",0.66014769862092,"Donovan Jackson",0.569948186528497,"Nick Weiler-Babb",0.272020725388601,"Donovan Jackson"
"IUPUI",0.799,0.167434273197083,"Aaron Brennan",0.58798831966876,"Nick Rogers",0.558755475530439,"Aaron Brennan",0.184782608695652,"Nick Rogers",0.184782608695652,"Aaron Brennan",0.151752325061053,"Aaron Brennan",0.628630454495148,"Nick Rogers",0.596424104935037,"Ron Patterson",0.199556541019956,"Nick Rogers",0.190687361419069,"Ron Patterson"
"Jackson State",0.6,0.280764713907702,"Maurice Rivers",0.813434119358801,"Paris Collins",0.828163304384698,"Maurice Rivers",0.344827586206897,"Paris Collins",0.344827586206897,"Maurice Rivers",0.284985909367303,"Paris Collins",0.805291711529134,"Paris Collins",0.753821797440936,"Maurice Rivers",0.338028169014085,"Paris Collins",0.309859154929577,"Paris Collins"
"Jacksonville",0.804,0.13283992462306,"Cody Helgeland",0.865614125132112,"Devin Harris",0.599500972010411,"JD Notae",0.322404371584699,"Devin Harris",0.158469945355191,"Cody Helgeland",0.155628347816628,"Cody Helgeland",0.87949192738759,"Devin Harris",0.635015840799821,"JD Notae",0.328089887640449,"Devin Harris",0.18876404494382,"Cody Helgeland"
"Jacksonville State",0.839,0.142863677638616,"Marlon Hunter",0.630105124560489,"Jamall Gregory",0.575413965999077,"Norbertas Giga",0.198380566801619,"Jamall Gregory",0.165991902834008,"Norbertas Giga",0.134964826501598,"Marlon Hunter",0.61623033611398,"Jamall Gregory",0.565393359263485,"Norbertas Giga",0.198260869565217,"Malcolm Drumwright",0.16,"Norbertas Giga"
"James Madison",0.681,0.240234257559275,"Stuckey Mosley",0.648383461241188,"Ramone Snowden",0.707967553008666,"Stuckey Mosley",0.247368421052632,"Ramone Snowden",0.263157894736842,"Stuckey Mosley",0.254651688093897,"Stuckey Mosley",0.613914935915191,"Ramone Snowden",0.736422248508865,"Stuckey Mosley",0.234913793103448,"Ramone Snowden",0.282327586206897,"Stuckey Mosley"
"Kansas",0.803,0.192289499199436,"Lagerald Vick",0.863931217012464,"Devonte' Graham",0.583514180304978,"Sviatoslav Mykhailiuk",0.397727272727273,"Devonte' Graham",0.242424242424242,"Udoka Azubuike",0.184905855241752,"Lagerald Vick",0.87183473340899,"Devonte' Graham",0.671745709589639,"Sviatoslav Mykhailiuk",0.385692068429238,"Devonte' Graham",0.253499222395023,"Sviatoslav Mykhailiuk"
"Kansas State",0.778,0.177599215283204,"Dean Wade",0.807519981104573,"Kamau Stokes",0.599124572582383,"Xavier Sneed",0.307692307692308,"Kamau Stokes",0.197115384615385,"Xavier Sneed",0.171482555671904,"Dean Wade",0.806720499935785,"Kamau Stokes",0.628373644999829,"Xavier Sneed",0.309197651663405,"Kamau Stokes",0.207436399217221,"Xavier Sneed"
"Kennesaw State",0.795,0.20296699714993,"Nick Masterson",0.608176887981294,"Tyler Hooker",0.574115806246087,"Nick Masterson",0.231884057971014,"Nick Masterson",0.236714975845411,"Nick Masterson",0.218260902215639,"Nick Masterson",0.695985605330798,"Tyler Hooker",0.685210862541574,"Nick Masterson",0.233193277310924,"Tyler Hooker",0.266806722689076,"Nick Masterson"
"Kent State",0.87,0.170022812131315,"Jaylin Walker",0.89859877816163,"Jalen Avery",0.673671307249866,"Jaylin Walker",0.341176470588235,"Jalen Avery",0.188235294117647,"Jaylin Walker",0.169837494420644,"Jaylin Walker",0.922753306641747,"Jalen Avery",0.715787171297964,"Jaylin Walker",0.358173076923077,"Jalen Avery",0.201923076923077,"Jaylin Walker"
"Kentucky",0.888,0.204779086396672,"Kevin Knox",0.666960169191603,"Shai Gilgeous-Alexander",0.59441626320753,"Kevin Knox",0.262569832402235,"Shai Gilgeous-Alexander",0.223463687150838,"Kevin Knox",0.207489207039233,"Kevin Knox",0.678277875403055,"Shai Gilgeous-Alexander",0.635881088698949,"Kevin Knox",0.265060240963855,"Shai Gilgeous-Alexander",0.233734939759036,"Kevin Knox"
"La Salle",0.808,0.188266586117971,"Pookie Powell",0.683941992028626,"Amar Stukes",0.609296858001477,"B.J. Johnson",0.275,"Pookie Powell",0.2375,"B.J. Johnson",0.190992246469996,"Pookie Powell",0.737527058287563,"Amar Stukes",0.561308684734419,"B.J. Johnson",0.272506082725061,"Amar Stukes",0.228710462287105,"B.J. Johnson"
"UL Monroe",0.656,0.18764121326955,"Travis Munnings",0.697671826706329,"Jordon Harris",0.725191952210048,"Travis Munnings",0.243386243386243,"Jordon Harris",0.253968253968254,"Travis Munnings",0.184644185361727,"Travis Munnings",0.697993341720181,"Jordon Harris",0.691818627925695,"Travis Munnings",0.244813278008299,"Jordon Harris",0.244813278008299,"Travis Munnings"
"Lafayette",0.807,0.233267845053861,"Matt Klinewski",0.823737513341475,"Eric Stafford",0.840209004559444,"Matt Klinewski",0.279220779220779,"Eric Stafford",0.305194805194805,"Matt Klinewski",0.238283921247253,"Matt Klinewski",0.811479482942425,"Eric Stafford",0.80447876676327,"Matt Klinewski",0.277915632754342,"Eric Stafford",0.292803970223325,"Matt Klinewski"
"Lamar",0.721,0.157791447686125,"Colton Weisbrod",0.642752366185392,"Joey Frenchwood",0.47798964673794,"Nick Garth",0.222222222222222,"Joey Frenchwood",0.176767676767677,"Nick Garth",0.163053171893519,"Nick Garth",0.65221855246713,"Joey Frenchwood",0.556746279829068,"Nick Garth",0.226720647773279,"Joey Frenchwood",0.202429149797571,"Nick Garth"
"Lehigh",0.947,0.189194521597448,"Lance Tejada",0.915528558131721,"Kahron Ross",0.563932431326425,"Lance Tejada",0.38953488372093,"Kahron Ross",0.209302325581395,"Lance Tejada",0.204718503186119,"Lance Tejada",0.92682280251787,"Kahron Ross",0.605219817449642,"Lance Tejada",0.404109589041096,"Kahron Ross",0.23972602739726,"Lance Tejada"
"Liberty",0.824,0.177214379071274,"Scottie James",0.576266711856267,"Lovell Cabbil",0.614804502305897,"Scottie James",0.185,"Lovell Cabbil",0.2,"Scottie James",0.159944329722525,"Scottie James",0.524214592830352,"Lovell Cabbil",0.604955290652832,"Ryan Kemrite",0.174950298210736,"Lovell Cabbil",0.184890656063618,"Ryan Kemrite"
"Lipscomb",0.731,0.243361412995839,"Rob Marberry",0.621608443697306,"Michael Buckland",0.678253524967524,"Garrison Mathews",0.239583333333333,"Kenny Cooper",0.255208333333333,"Garrison Mathews",0.221953160156244,"Rob Marberry",0.632561770243096,"Michael Buckland",0.745163626482427,"Garrison Mathews",0.242738589211618,"Kenny Cooper",0.275933609958506,"Garrison Mathews"
"Little Rock",0.732,0.173274191789726,"Andre Jones",0.666718145775424,"Jaizec Lottie",0.503903567891536,"Andre Jones",0.242424242424242,"Jaizec Lottie",0.171717171717172,"Andre Jones",0.169413459793744,"Andre Jones",0.669704884008987,"Jaizec Lottie",0.601462757980748,"Anthony Black",0.250526315789474,"Jaizec Lottie",0.16,"Anthony Black"
