"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Andrew Fleming","F","6-7","222","SO","South Paris, ME"
"1","Aaron Calixte","G","5-11","187","SR","Stoughton, MA"
"2","Celio Araujo","G","5-10","175","FR","Belo Horizonte, Brazil"
"3","Trae Bryant","G","6-1","185","FR","Wilmington, NC"
"4","Dusan Majstorovic","G","6-5","210","JR","Novi Sad, Serbia"
"5","Danny Evans","G","6-4","203","SO","Leeds, England"
"11","Ilija Stojiljkovic","F","6-7","223","JR","Nis, Serbia"
"12","Lewis Wang","G","--","--","FR","Taipei, Taiwan"
"13","Miks Antoms","F","6-8","245","FR","Riga, Latvia"
"14","Isaiah White","G","6-6","180","FR","Ellicott, MD"
"15","Vernon Lowndes Jr.","G","6-5","180","FR","Charleston, SC"
"21","Duncan Douglas","F","6-6","230","FR","Lubbock, TX"
"22","Garvey Melmed","G","6-1","193","JR","Penobscot, ME"
"31","Rob Birstonas","G","--","--","FR","Whitby, ON"
"32","Dennis Ashley","G","6-1","169","SO","Los Angeles, CA"
"33","Ilker Er","G","6-6","212","SR","Istanbul, Turkey"
"50","Vincent Eze","F","6-8","218","SO","Bethlehem, PA"
