"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jay Green","G","6-5","200","FR","Sydney, NSW"
"1","Kris Clyburn","G","6-6","175","JR","Detroit, MI"
"2","Anthony Smith","F","6-4","190","JR","Sacramento, CA"
"3","Amauri Hardy","G","6-2","195","FR","Detroit, MI"
"5","Noah Robotham","G","6-1","170","SR","Las Vegas, NV"
"10","Shakur Juiston","F","6-7","225","JR","Newark, NJ"
"11","Cheickna Dembele","F","6-11","235","SO","Mali, West Africa"
"12","Djordjije Sljivancanin","F","6-10","230","SO","Belgrade, Serbia"
"13","Ben Coupet Jr.","F","6-7","185","SO","Chicago, IL"
"14","Tervell Beck","F","6-7","230","FR","Cleveland, OH"
"20","Nick Blair","F","6-5","200","JR","Las Vegas, NV"
"24","Jordan Johnson","G","5-11","175","SR","Waukegan, IL"
"30","Jovan Mooring","G","6-2","200","SR","Chicago, IL"
"34","Cheikh Mbacke Diong","F","6-11","215","FR","Dakar, Senegal"
"44","Brandon McCoy","F","7-1","250","FR","Chicago, IL"
