"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kyle Ahrens","G","6-6","210","JR","Versailles, OH"
"1","Joshua Langford","G","6-5","210","SO","Huntsville, AL"
"2","Jaren Jackson Jr.","F","6-11","242","FR","Carmel, IN"
"5","Cassius Winston","G","6-0","185","SO","Detroit, MI"
"10","Jack Hoiberg","G","5-10","175","FR","Burr Ridge, IL"
"11","Lourawls Nairn Jr.","G","5-10","175","SR","Nassau, Bahamas"
"13","Ben Carter","F","6-9","235","SR","Las Vegas, NV"
"14","Brock Washington","G","6-3","185","FR","Southfield, MI"
"20","Matt McQuaid","G","6-4","200","JR","Duncanville, TX"
"22","Miles Bridges","G","6-7","225","SO","Flint, MI"
"23","Xavier Tillman","F","6-8","260","FR","Grand Rapids, MI"
"25","Kenny Goins","F","6-7","230","JR","Troy, MI"
"34","Gavin Schilling","F","6-9","245","SR","Chicago, IL"
"40","Braden Burke","F","6-11","235","SO","Stevensville, MI"
"41","Conner George","G","6-3","200","SO","Okemos, MI"
"44","Nick Ward","F","6-8","245","SO","Gahanna, OH"
