"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Desmond Ringer","F","6-9","255","SR","Mcdonough, GA"
"1","Cory Kilby","F","6-7","195","JR","Ada, OK"
"2","Jaylen Stowe","G","6-4","200","JR","Harrisburg, NC"
"3","Marcus Cohen","G","6-4","180","FR","Tampa, FL"
"5","Jordan Strawberry","G","6-1","175","SR","Anaheim, CA"
"10","Ria'n Holland","G","6-0","152","SR","Fayetteville, NC"
"11","Ryan Johnson","G","6-5","192","JR","Greensboro, NC"
"12","Mitch Prendergast","G","6-1","180","FR","Dallas, TX"
"14","Ethan Stair","G","6-5","205","SO","Hazel Green, AL"
"20","Ross Cummings","G","6-3","165","SO","Dickson, TN"
"21","Mason Green","F","6-10","220","FR","Mcdonough, GA"
"22","Carson Heinen","G","6-2","--","FR","Gainesville, GA"
"23","Demetre Rivers","G","6-8","180","SR","Ladson, SC"
"25","Rashad Lewis","G","5-8","156","SR","Valdosta, GA"
"33","Mac Brydon","C","6-10","280","FR","Charlotte, NC"
"34","Stephon Jelks","F","6-6","225","SR","Marietta, GA"
"50","Victor Baffuto","C","6-10","220","FR","Brasilia, Brazil"
