"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Montae Glenn","F","6-8","230","JR","Carrollton, GA"
"1","Jared Hamilton","G","6-4","190","SO","Charlotte, NC"
"2","Mike Hughes","G","6-3","190","SR","Winston-salem, NC"
"3","Ike Smith","G","6-4","210","JR","Gainesville, FL"
"4","Tookie Brown","G","5-11","180","JR","Madison, GA"
"5","B.J. Gladden","F","6-6","210","SR","Charlotte, NC"
"10","Jake Allsmiller","G","6-5","185","SR","Nashville, TN"
"11","Shawn O'Connell","F","6-8","210","JR","Roswell, GA"
"13","Quan Jackson","G","6-4","180","FR","Tallahassee, FL"
"14","Coye Simmons","F","6-8","240","SR","Winston-salem, NC"
"21","Tione Jones","G","5-8","165","SR","Gwinnett, GA"
"23","Simeon Carter","F","6-8","215","JR","Charlotte, NC"
"24","David-Lee Jones Jr.","G","6-0","160","SO","Tampa, FL"
"25","David Georgiev","F","6-7","200","SO","Skopje, Macedonia"
"30","DeDe Reynolds","G","5-11","165","JR","Madison, GA"
"35","Tyshaun Crawford","C","7-1","270","FR","Griffin, GA"
