"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Seventh Woods","G","6-1","185","SO","Columbia, SC"
"1","Theo Pinson","F","6-6","220","SR","Greensboro, NC"
"2","Joel Berry II","G","6-0","195","SR","Apopka, FL"
"3","Andrew Platek","G","6-3","195","FR","Guilderland, NY"
"4","Brandon Robinson","G","6-5","170","SO","Douglasville, GA"
"5","Jalek Felton","G","6-3","190","FR","West Columbia, SC"
"11","Shea Rush","F","6-5","210","SO","Fairway, KS"
"13","Cameron Johnson","G","6-8","210","SR","Moon Township, PA"
"15","Garrison Brooks","F","6-9","215","FR","Lafayette, AL"
"21","Sterling Manley","F","6-11","240","FR","Reynoldsburg, OH"
"22","Walker Miller","F","6-10","220","FR","Greensboro, NC"
"24","Kenny Williams","G","6-4","185","JR","Midlothian, VA"
"25","Aaron Rohlman","F","6-6","210","SR","Gastonia, NC"
"30","K.J. Smith","G","6-2","180","SO","Calabasas, CA"
"32","Luke Maye","F","6-8","240","JR","Huntersville, NC"
"42","Brandon Huffman","F","6-10","250","FR","Goldsboro, NC"
