"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Gavin Peppers","G","6-2","194","JR","Brookeville, MD"
"1","Corey Redman","G","6-6","192","SO","Boyne City, MI"
"2","Shawn Roundtree","G","6-0","185","JR","Edwardsville, IL"
"3","A.J. Bullard","F","6-9","187","FR","Houston, TX"
"11","Innocent Nwoko","C","6-11","232","FR","New Haven, MI"
"12","Josh Kozinski","G","6-4","188","SR","Edwardsburg, MI"
"14","David DiLeo","F","6-7","216","SO","Iowa City, IA"
"15","Matty Smith","G","5-11","180","SO","Elgin, IL"
"20","Kevin McKay","G","6-5","222","SO","Warren, MI"
"21","Cecil Williams","F","6-6","215","SR","Columbia, MO"
"22","Matt Beachler","G","6-4","192","FR","Lowell, MI"
"23","DaRohn Scott","F","6-9","230","SR","Grand Rapids, MI"
"24","Luke Meyer","F","6-11","224","SR","Addison, MI"
"35","John McCarty","F","6-5","205","SR","Lake Orion, MI"
