"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tre Clark","G","6-5","194","SO","Palmetto, FL"
"1","John Davis III","G","5-11","172","SR","Beachwood, OH"
"2","Jalen Williams","F","6-8","240","SO","Greenville, SC"
"3","Geoff Beans","F","6-7","210","SR","Toledo, OH"
"4","Noah Gurley","F","6-8","190","FR","Fayetteville, GA"
"5","Andrew Brown","G","6-5","212","JR","Travelers Rest, SC"
"10","Alex Hunter","G","5-11","170","FR","Raleigh, NC"
"11","Jonathan Jean","G","5-11","170","JR","Tampa, FL"
"12","Devin Sibley","G","6-2","175","SR","Knoxville, TN"
"13","Brady Schuck","G","6-2","165","JR","Charleston, SC"
"22","Seve Stavroff","G","5-11","165","FR","Dublin, OH"
"23","Jordan Lyons","G","5-11","203","SO","Peachtree City, GA"
"32","Matt Rafferty","F","6-8","215","JR","Hinsdale, IL"
"35","Daniel Fowler","G","6-4","203","SR","Acworth, GA"
"45","Clay Mounce","F","6-7","200","FR","Elkin, NC"
