"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Dominik Fragala","G","6-0","145","FR","Aldie, VA"
"2","Kevin Larkin","G","6-5","172","JR","Georgetown, DE"
"4","Keleaf Tate","G","6-2","170","FR","Washington, DC"
"5","James Towns","G","5-10","171","SO","Detroit, MI"
"10","Kahlil Dukes","G","6-0","176","SR","Hartford, CT"
"11","Marvin Prochet","F","6-7","207","JR","Brooklyn, NY"
"12","Dwayne Pow","G","5-10","164","JR","Bronx, NY"
"13","Matt Scott","G","6-4","191","SR","Brooklyn, NY"
"21","Kierell Green","F","6-7","177","FR","Washington, DC"
"24","Greg King","F","6-7","238","JR","Atlanta, GA"
"30","Greg Kuakumensah","F","6-6","200","FR","Worcester, MA"
"32","Dominic Robb","F","6-8","226","JR","Pittsburgh, PA"
