"Number","Name","Position","Height","Weight","Class","Hometown"
"0","De'Riante Jenkins","G","6-5","195","SO","Eutawville, SC"
"1","Mike'l Simms","G","6-5","220","SO","Richmond, VA"
"2","Marcus Evans","G","6-2","190","JR","Chesapeake, VA"
"4","Justin Tillman","F","6-8","220","SR","Detroit, MI"
"5","Sean Mobley","F","6-8","240","FR","Cocoa Beach, FL"
"10","Jonathan Williams","G","6-1","200","SR","Richmond, VA"
"11","Issac Vann","F","6-6","210","SO","Bridgeport, CT"
"12","Mo Alie-Cox","F","6-7","250","SR","Alexandria, VA"
"12","Dylan Sheehy-Guiseppi","G","6-1","195","FR","Lake Havasu City, AZ"
"13","Malik Crowfield","G","6-4","195","SO","Laplace, LA"
"14","Marcus Santos-Silva","F","6-7","255","FR","Taunton, MA"
"15","Xavier Jackson","G","6-3","190","JR","Hinesville, GA"
"21","Khris Lane","F","6-7","245","SR","Richmond, VA"
"22","Lewis Djonkam","F","6-9","245","FR","Springfield, VA"
"25","Tyler Maye","G","6-1","175","FR","Farmville, NC"
