"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Antwoine Anderson","G","6-2","170","SR","Rochester, NY"
"1","Christian Vital","G","6-2","178","SO","Queens Village, NY"
"3","Alterique Gilbert","G","6-0","171","FR","Richmond, VA"
"4","Jalen Adams","G","6-3","195","JR","Roxbury, MA"
"5","Isaiah Whaley","F","6-8","190","FR","Gastonia, NC"
"11","Kwintin Williams","F","6-7","211","SO","Anchorage, AK"
"12","Tyler Polley","F","6-8","190","FR","Miramar, FL"
"15","Sidney Wilson","G","6-7","183","FR","Bronx, NY"
"21","Mamadou Diarra","F","6-8","217","FR","Queens, NY"
"22","Terry Larrier","G","6-8","185","JR","Bronx, NY"
"23","Eric Cobb","F","6-9","280","JR","Jacksonville, FL"
"24","Christian Foxen","F","6-8","225","SR","Rocky Hill, CT"
"25","Josh Carlton","F","6-9","242","FR","Winterville, NC"
"31","Mike Noyes","G","6-0","190","SR","Granby, CT"
"34","David Onuorah","F","6-9","249","SR","Lithonia, GA"
"45","Temi Aiyegbusi","G","6-4","206","SO","Conshohocken, PA"
