"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Legend Robertin","C","7-1","280","SR","London, England"
"1","Tevon Saddler","G","6-6","215","SR","Aberdeen, MD"
"2","Jahvaughn Powell","G","6-0","170","SR","Tallahassee, FL"
"3","Lafayette Rutledge","G","6-0","175","SR","Gautier, MS"
"4","Zaquavian Smith","G","6-0","170","JR","Statesboro, GA"
"5","Maurice O'Field","G","6-5","220","SR","Cleveland, OH"
"10","Zach Young","G","6-1","195","SR","Wellington, New Zealand"
"11","Jeremy Verhagen","C","6-10","230","SR","Oceanside, CA"
"21","Daniel Regis","C","6-7","235","JR","Saint George, Grenada"
"22","Ryghe Lyons","F","6-10","230","FR","Slidell, LA"
"23","Roddy Peters","G","6-4","195","SR","Washington, DC"
"25","Kevin Johnson","G","5-10","160","FR","Thibodaux, LA"
"33","Rafe Blades","G","6-5","170","FR","Thibodaux, LA"
"35","Kimani Jackson","F","6-7","225","SR","Flint, MI"
"40","Stevie Repichowski","G","6-5","195","SR","Lansing, MI"
