"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Troy Thompson","G","6-4","190","SR","Oakland, CA"
"1","Keion Alexander","F","6-9","190","SR","Brooklyn, NY"
"3","Gary Blackston","G","6-2","185","JR","Baltimore, MD"
"4","Juan Hood","G","5-9","180","FR","Magnolia, TX"
"10","Isaih Hood","F","6-4","195","FR","Danville, CA"
"11","Dennis Jones","G","6-1","170","JR","Fort Worth, TX"
"12","JD Wallace","C","6-9","205","SR","Dallas, TX"
"13","Iwin Ellis","F","6-7","205","JR","Fort Worth, TX"
"14","Zachary Hamilton","F","6-4","200","SR","Houston, TX"
"21","Shay'rone Jett","F","6-8","190","SR","Hartsville, SC"
"22","Shaquille Preston","G","6-4","185","SR","New Orleans, LA"
"24","Jordan Lumpkins","F","6-4","215","SR","New Orleans, LA"
"30","Austin Starr","G","6-3","185","JR","Las Vegas, NV"
