"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jo Lual-Acuil Jr.","F","7-0","225","SR","Melbourne, VIC"
"3","Jake Lindsey","G","6-5","200","JR","Houston, TX"
"4","Mario Kegler","G","6-7","230","SO","Jackson, MS"
"10","Tyson Jolly","G","6-4","190","FR","Oklahoma City, OK"
"11","Mark Vital","F","6-5","230","FR","Lake Charles, LA"
"12","Leonard Allen","F","7-0","235","SO","Round Rock, TX"
"20","Manu Lecomte","G","5-11","175","SR","Brussels, Belgium"
"21","Nuni Omot","F","6-9","205","SR","St. Paul, MN"
"22","King McClure","G","6-3","215","JR","Dallas, TX"
"25","Tristan Clark","F","6-9","240","FR","SAN ANTONIO, TX"
"30","Jonathan Davis","F","6-6","205","JR","Argyle, TX"
"31","Terry Maston","F","6-8","225","SR","Desoto, TX"
"45","Freddie Gillespie","F","6-8","240","JR","St. Paul, MN"
