"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jonathan Wiley","F","6-7","201","SR","Houston, TX"
"3","Marcus Bartley","G","6-5","193","JR","Decatur, IL"
"4","Eric McGill","G","6-2","175","JR","Memphis, TN"
"10","Aaron Cook","G","6-2","185","SO","St. Louis, MO"
"11","Tyler Smithpeters","G","6-4","203","SR","Harrisburg, IL"
"13","Sean Lloyd Jr.","G","6-5","210","JR","Philadelphia, PA"
"15","Austin Weiher","F","6-8","206","JR","Kent, WA"
"22","Armon Fletcher","G","6-5","207","JR","Edwardsville, IL"
"24","Rudy Stradnieks","F","6-9","229","JR","Riga, Latvia"
"25","Brendon Gooch","F","6-5","204","FR","Belleville, IL"
"33","Kavion Pippen","C","6-10","240","JR","Hamburg, AR"
"40","Thik Bol","F","6-8","202","SR","Omaha, NE"
