"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Isaac Johnson","F","6-9","212","SO","Charlotte, NC"
"1","Justin Forrest","G","6-2","195","FR","Decatur, GA"
"2","Ronshad Shabazz","G","6-5","217","JR","Raleigh, NC"
"3","Nick Hough","G","6-4","205","JR","Harrisburg, NC"
"4","O'Showen Williams","G","5-11","190","SO","Macon, GA"
"5","Griffin Kinney","F","6-8","240","SR","Delaware, OH"
"10","Michael Bibby","G","6-3","175","SO","Phoenix, AZ"
"11","Joseph Battle","G","6-3","181","SO","Abbeville, SC"
"13","Kevin Kerley","G","6-0","178","JR","Loveland, OH"
"14","Bennett Holley","F","6-8","238","JR","Roanoke, VA"
"15","Jake Wilson","C","7-1","240","JR","Raleigh, NC"
"23","Trey Ford","G","6-0","180","JR","Mooresville, NC"
"24","Craig Hinton","F","6-7","203","SR","Winston-salem, NC"
"32","Tyrell Johnson","F","6-8","205","JR","Atlanta, GA"
"34","Zach Cottrell","F","6-5","205","SO","Hayesville, NC"
"50","Hunter Seacat","F","6-9","235","JR","Mooresville, NC"
