"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jordan Bone","G","6-3","176","SO","Nashville, TN"
"1","Lamonte Turner","G","6-1","183","SO","Florence, AL"
"2","Grant Williams","F","6-7","241","SO","Charlotte, NC"
"3","James Daniel III","G","6-0","172","SR","Hampton, VA"
"4","Jacob Fleschman","G","6-3","168","FR","Austin, TX"
"5","Admiral Schofield","F","6-5","238","JR","Zion, IL"
"10","John Fulkerson","F","6-9","210","FR","Kingsport, TN"
"11","Kyle Alexander","F","6-11","220","JR","Milton, ON"
"12","Brad Woodson","G","6-1","180","JR","Murfreesboro, TN"
"13","Jalen Johnson","G","6-7","190","FR","Durham, NC"
"15","Derrick Walker","F","6-8","238","FR","Kansas City, MO"
"23","Jordan Bowden","G","6-5","185","SO","Knoxville, TN"
"24","Lucas Campbell","G","6-4","186","JR","Knoxville, TN"
"32","Chris Darrington","G","6-1","179","JR","Toledo, OH"
"33","Zach Kent","F","6-10","224","FR","Magnolia, DE"
"35","Yves Pons","F","6-5","203","FR","Marseille, France"
