"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Kahron Ross","G","5-11","160","SR","Jonesboro, AR"
"2","Kyle Leufroy","G","6-3","195","JR","Pasadena, CA"
"4","Caleb Bennett","G","6-5","190","FR","St. Josephs, MO"
"5","Lance Tejada","G","6-2","190","JR","Miramar, FL"
"10","Ed Porter","F","6-7","215","SO","Hawthorne, FL"
"11","Jordan Cohen","G","6-1","185","SO","Tarzana, CA"
"13","James Karnik","C","6-9","225","FR","Surrey, BC"
"15","Jay Jay Davis","G","5-10","150","SR","Allentown, PA"
"20","Marques Wilson","G","6-4","185","FR","Edmond, OK"
"21","Jack Lieb","F","6-10","235","SO","Deerfield, IL"
"31","Pat Andree","F","6-8","225","SO","Colts Neck, NJ"
"40","Josh Wolf","F","6-10","225","SO","Glencoe, IL"
"42","Shane Acoveno","F","6-6","200","FR","Milford, PA"
"55","Caleb Sedore","C","6-11","230","JR","Pulaski, NY"
