"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Dujuanta Weaver","G","5-10","175","SO","Louisville, KY"
"1","JacQuess Hobbs","G","6-2","175","FR","Louisville, KY"
"2","DeAndre Dishman","F","6-6","215","SO","Lexington, KY"
"3","Peyton Broughton","G","6-5","195","FR","London, KY"
"4","Dillon Avare","G","6-0","160","SR","Lexington, KY"
"5","A.J. Youngman","G","6-5","195","FR","Peoria, IL"
"10","Nick Mayo","F","6-9","240","JR","Oakland, ME"
"11","Asante Gist","G","5-11","185","SO","East Orange, NJ"
"12","Zach Charles","F","6-7","210","SR","Mesquite, TX"
"13","Jackson Davis","F","6-8","220","JR","Lexington, KY"
"15","Kirkland Humphrey","G","6-0","170","JR","Richmond, KY"
"20","Dedric Boyd","G","6-4","175","FR","Brownsville, TN"
"21","Lachlan Anderson","F","6-8","200","SO","Sydney, FL"
"23","Cameron Carmical","G","5-10","160","FR","Harlan, KY"
"25","Mason Cooper","G","6-2","175","FR","Fairfield, ME"
