"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tyler Kidd","G","5-11","180","JR","Seattle, WA"
"2","Ty Gibson","G","6-3","190","JR","Issaquah, WA"
"4","Sir Washington","G","6-3","180","SR","Las Vegas, NV"
"5","Richard Polanco","F","6-8","225","FR","Santiago-caballero, Dominican Republic"
"10","Jacob Davison","G","6-4","175","FR","Montebello, CA"
"11","Jack Perry","G","6-2","175","FR","Melbourne, VIC"
"12","Grant Gibb","G","6-5","185","SO","Longview, WA"
"13","Luka Vulikic","G","6-6","190","SO","Belgrade, Serbia"
"14","Mason Peatling","F","6-8","220","SO","Melbourne, VIC"
"15","Benas Griciunas","C","7-0","240","SR","Silute, Lithuania"
"20","Cody Benzel","G","6-4","175","FR","Spokane, WA"
"23","Brendan Howard","F","6-6","225","FR","Great Falls, MT"
"24","Kim Aiken Jr.","G","6-7","215","FR","Redlands, CA"
"25","Steven Beo","G","6-3","180","SO","Richland, WA"
"32","Bogdan Bliznyuk","G","6-6","215","SR","Lutsk, Ukraine"
"34","Jesse Hunt","F","6-7","210","FR","Geraldton, WA"
"35","Tanner Groves","F","6-9","235","FR","Spokane, WA"
"42","Joshua Thomas","G","6-3","185","FR","Spokane, WA"
