"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Shaq Carr","G","6-2","170","SR","North Las Vegas, NV"
"1","Fiifi Aidoo","G","6-2","200","SO","Helsinki, Finland"
"2","Joshua Braun","G","6-4","220","SR","Anthem, AZ"
"3","Parker Dale","G","6-4","205","FR","Sydney, NSW"
"4","Oscar Frayer","G","6-7","190","SO","Oakland, CA"
"5","Matt Jackson","F","6-8","230","JR","Melbourne, VIC"
"10","Damari Milstead","G","6-2","160","FR","Hayward, CA"
"11","Casey Benson","G","6-3","185","SR","TEMPE, AZ"
"12","Roberts Blumbergs","F","6-10","220","FR","Ventspils, Latvia"
"13","Ibrahima Sankare","G","6-7","200","FR","Theis, Senegal"
"15","Cheick Sy-Savane","G","6-3","180","SR","Harlem, NY"
"21","Kerwin Smith","F","6-9","220","JR","Dallas, TX"
"22","Nehemiah Allen","G","6-5","170","SO","Lake Oswego, OR"
"24","Keonta Vernon","F","6-6","240","SR","Tulare, CA"
"25","Alessandro Lever","F","6-10","230","FR","Bologna, Italy"
"35","Kenzo Nudo","G","6-4","204","SO","Scottsdale, AZ"
"42","Gerard Martin","G","6-7","225","JR","Manly, NSW"
"--","Chris Miller","NA","--","--","--","--"
"--","Dewayne Russell","NA","--","--","--","--"
