"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Donte Ingram","G","6-6","215","SR","Chicago, IL"
"1","Lucas Williamson","G","6-4","190","FR","Chicago, IL"
"2","Jake Baughman","G","6-3","180","SO","Bloomington, IL"
"4","Bruno Skokna","G","6-4","175","SO","Zagreb, Croatia"
"5","Marques Townes","G","6-4","210","JR","Edison, NJ"
"10","Adarius Avery","G","6-5","190","JR","Arlington, TN"
"12","Christian Negron","F","6-7","215","FR","Elgin, IL"
"13","Clayton Custer","G","6-1","185","JR","Overland Park, KS"
"14","Ben Richardson","G","6-3","185","SR","Overland Park, KS"
"23","Cameron Satterwhite","G","6-4","175","SO","Gilbert, AZ"
"24","Aundre Jackson","F","6-5","230","SR","Kennedale, TX"
"25","Cameron Krutwig","C","6-9","260","FR","Algonquin, IL"
"31","Dylan Boehm","F","6-5","205","FR","Los Angeles, CA"
"32","Carson Shanks","C","7-0","245","SR","Apple Valley, MN"
"44","Nick Dinardi","F","6-7","225","SR","Palos Park, IL"
"--","Aher Uguak","F","6-7","210","SO","Edmonton, AB"
