"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Bryce Moore","G","6-2","196","JR","Indianapolis, IN"
"1","Michael Flowers","G","6-2","--","FR","Southfield, MI"
"2","Kyle McDermed","G","6-2","--","FR","Frankfort, IL"
"3","Josh Davis","G","6-5","175","JR","Detroit, MI"
"4","Jared Printy","G","6-4","172","SO","Cedar Rapids, IA"
"10","Thomas Wilder","G","6-3","190","SR","Montgomery, IL"
"12","Jarrin Randall","G","5-11","149","SO","Chicago, IL"
"23","Reggie Jones","G","6-6","203","SO","Marion, IN"
"24","Adida Ikongshul","F","6-6","185","SO","Madison, IN"
"30","Jason Whitens","G","6-5","--","FR","Powers, MI"
"32","TJ Clifford","F","6-5","--","FR","Downers Grove, IL"
"35","Brandon Johnson","F","6-8","203","SO","Chicago, IL"
"42","Drake LaMont","C","6-10","240","SR","Plantation, FL"
"50","Seth Dugan","C","7-0","240","JR","Otsego, MI"
