"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brent Hibbitts","F","6-8","220","JR","Hudsonville, MI"
"1","Charles Matthews","G","6-6","200","JR","Chicago, IL"
"2","Jordan Poole","G","6-4","190","FR","Milwaukee, WI"
"3","Zavier Simpson","G","6-0","185","SO","Lima, OH"
"4","Isaiah Livers","F","6-7","230","FR","Kalamazoo, MI"
"5","Jaaron Simmons","G","6-1","185","SR","Dayton, OH"
"11","Luke Wilson","G","6-0","165","FR","Boulder, CO"
"12","Muhammad-Ali Abdur-Rahkman","G","6-4","190","SR","Allentown, PA"
"13","Moritz Wagner","F","6-11","245","JR","Berlin, Germany"
"14","Fred Wright-Jones","G","5-11","180","JR","Detroit, MI"
"15","Jon Teske","C","7-1","255","SO","Medina, OH"
"22","Duncan Robinson","G","6-8","215","SR","New Castle, NH"
"23","Ibi Watson","G","6-5","200","SO","Pickerington, OH"
"25","Naji Ozeir","F","6-8","225","FR","Novi, MI"
"51","Austin Davis","F","6-10","245","SO","Onsted, MI"
"55","Eli Brooks","G","6-0","170","FR","Spring Grove, PA"
