"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Austin Dasent","G","6-3","190","SR","Charlotte, NC"
"2","Ralueke Orizu","F","6-8","180","FR","Austell, GA"
"3","Zach Sellers","G","6-1","175","SO","Cheraw, SC"
"4","John Grant Jr.","F","6-6","208","JR","Baltimore, MD"
"5","Javaris Jenkins","F","6-6","205","SR","Deerfield Beach, FL"
"10","Maricus Glenn","C","6-10","235","SR","Greensboro, GA"
"11","Joshua Floyd","G","6-4","195","SR","Miramar, FL"
"12","Jahlin Smith","F","6-7","180","JR","Barnwell, SC"
"14","Alante Fenner","G","6-5","180","SR","Lake Wales, FL"
"15","Isaiah Felder","G","6-0","180","JR","Orangeburg, SC"
"22","Dexter McClanahan","G","6-5","180","JR","Stockbridge, GA"
"24","Juwan Grant","F","6-6","215","SR","Baltimore, MD"
"30","Jahir Cabeza","G","6-5","190","SR","Colon, Panama"
"32","Chris Dubose","G","6-4","185","FR","Stockbridge, GA"
"50","Khalen Pinkett","G","6-1","180","JR","Decatur, GA"
"55","Ty'lik Evans","G","5-7","175","JR","Macon, GA"
