"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Myo Baxter-Bell","F","6-5","255","SO","Dayton, OH"
"1","Caleb Homesley","G","6-6","205","SO","Indian Trail, NC"
"3","Lovell Cabbil","G","6-3","170","JR","Arlington, TX"
"5","Ryan Kemrite","G","6-4","200","SR","Conroe, TX"
"10","Elijah Cuffee","G","6-4","185","FR","Poca, WV"
"11","Georgie Pacheco-Ortiz","G","6-1","170","SO","Ponce, Puerto Rico"
"13","Isaiah Williams","G","6-7","220","FR","Dayton, OH"
"14","Brody Hicks","G","6-4","200","FR","Roanoke, VA"
"15","Zach Farquhar","G","5-9","160","SR","Cincinnati, OH"
"20","Keegan McDowell","G","6-6","180","FR","Cincinnati, OH"
"24","Ezra Talbert","F","6-8","190","JR","Olathe, KS"
"31","Scottie James","F","6-7","226","SO","Tarpon Springs, FL"
"44","Ryan Hiepler","G","6-0","180","JR","Camarillo, CA"
"55","Brendan Newton","C","7-2","235","FR","Roanoke, VA"
