"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Marlain Veal","G","5-9","145","JR","New Orleans, LA"
"1","Quinton Thomas","G","6-2","175","SR","Baton Rouge, LA"
"2","Matthew Strange","G","5-11","165","FR","The Woodlands, TX"
"3","Joshua Filmore","G","6-0","175","SR","Orlando, FL"
"4","D'Angelo West","G","6-4","195","JR","Jackson, MS"
"5","Jabbar Singleton","G","5-11","190","SR","New Orleans, LA"
"10","Eddy Polanco","G","6-3","195","SR","Bronx, NY"
"11","Chris Mejia","G","6-3","190","SO","Hialeah Gardens, FL"
"12","Von Julien","G","6-1","160","JR","Reserve, LA"
"13","Moses Greenwood","F","6-7","221","JR","Sharon, MS"
"15","Maxwell Starwood","F","6-7","230","SO","Baton Rouge, LA"
"20","Brandon Gonzalez","F","6-6","200","FR","Punta Gorda, FL"
"21","Jordan Capps","F","6-7","220","SR","Norcross, GA"
"22","Patrick Bossetta","F","6-3","210","SO","Folsom, LA"
"23","James Currington","F","6-7","195","SR","Tuscaloosa, AL"
"24","Keith Charleston","G","6-8","207","JR","Little Rock, AR"
