"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tareq Coburn","G","6-5","200","SO","Rosedale, NY"
"1","Matija Radovic","F","6-7","205","FR","Pancevo, Serbia"
"2","Kenny Wormley","G","6-4","180","JR","Landover, MD"
"3","Justin Wright-Foreman","G","6-1","185","JR","Queens, NY"
"4","Desure Buie","G","6-0","160","JR","Bronx, NY"
"5","Eli Pemberton","G","6-5","197","SO","Middletown, CT"
"11","Rokas Gustys","F","6-9","260","SR","Kaunas, Lithuania"
"12","Joel Angus III","F","6-6","240","SR","Brooklyn, NY"
"14","Kevin Schutte","F","6-9","215","FR","Amstelveen, Netherlands"
"15","Stafford Trueheart","F","6-8","200","SO","Lancaster, NY"
"20","Jalen Ray","G","6-2","175","FR","Hampton, VA"
"23","Connor Klementowicz","G","6-2","200","SO","Freehold, NJ"
"33","Hunter Sabety","F","6-9","260","SR","Oceanside, NY"
