"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rickey McGill","G","6-1","175","JR","Spring Valley, NY"
"1","Zach Lewis","G","6-3","185","SR","Windsor, CT"
"2","E.J. Crawford","F","6-6","210","SO","Hartford, CT"
"3","C.J. Seaforth","G","6-1","155","FR","Hamden, CT"
"4","Schadrac Casimir","G","5-10","165","JR","Stamford, CT"
"10","Andrija Ristanovic","F","6-10","200","FR","Belgrade, Serbia"
"11","Roland Griffin","F","6-7","215","JR","Aurora, IL"
"12","Luka Milosavljevic","F","6-5","195","SO","Vienna, Austria"
"13","TK Edogi","F","6-8","220","SR","Phoenix, AZ"
"15","Deyshonee Much","G","6-5","180","SR","Rochester, NY"
"20","Jan Svandrlik","F","6-7","210","SR","Prague, Czech Republic"
"21","Gavin Kensmil","F","6-7","230","FR","Paramaribo, Suriname"
"22","Isaiah Still","F","6-6","190","JR","Rahway, NJ"
"30","Branden Aughburns","F","6-9","230","JR","Flushing, NY"
"44","Tyrell Williams","F","6-9","250","JR","Miami, FL"
