"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Christian Thieneman","F","6-5","205","SO","Louisville, KY"
"1","Dani Koljanin","F","6-8","219","JR","Rijeka, Croatia"
"3","Jannson Williams","F","6-9","217","FR","Newnan, GA"
"4","Christian Villers","G","6-3","180","FR","Ashland, KY"
"5","Marcus Reed","G","6-0","175","SR","Charleston, WV"
"11","Ajdin Penava","F","6-9","214","JR","Sarajevo, Bosnia & Herzegovina"
"12","Ot Elmore","G","6-2","197","SR","Charleston, WV"
"13","Jarrod West","G","5-11","179","FR","Clarksburg, WV"
"14","C.J. Burks","G","6-3","196","JR","Martinsburg, WV"
"21","Darius George","F","6-7","190","FR","Staunton, VA"
"23","Rondale Watson","G","6-4","185","JR","Lewisburg, WV"
"24","Will Fenton","G","6-6","205","FR","Fayetteville, WV"
"32","Phil Bledsoe","G","6-6","229","SO","Wheeling, WV"
"33","Jon Elmore","G","6-3","184","JR","Charleston, WV"
"50","Milan Mijovic","F","6-9","252","SR","Belgrade, Serbia"
