"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Richard Lee","G","6-4","210","SR","Fort Lauderdale, FL"
"1","LaQuentin Collins","G","6-3","200","SR","Monroe, LA"
"2","Emanual Shepherd","F","6-8","200","SR","Toronto, ON"
"3","Eddie Reese","G","6-1","160","JR","Detroit, MI"
"4","Chris Thomas","G","6-4","195","SR","Baton Rouge, LA"
"5","Brendon Ganaway","G","5-10","200","SO","Houston, TX"
"10","Jamar Sandfer","G","6-4","205","SO","Dallas, TX"
"11","Rashad Andrews","G","6-5","175","SR","Brooklyn, NY"
"12","Jared Sam","F","6-10","240","SR","Baton Rouge, LA"
"13","Torrey Mayo","G","5-8","160","JR","Deltona, FL"
"14","Aaron Ray","G","6-3","190","JR","Middletown, NY"
"20","Sidney Umude","F","6-7","205","JR","SAN ANTONIO, TX"
"21","Patrick Smith","F","6-7","215","SR","Bernice, LA"
"22","Shaquille Benson","C","6-10","260","JR","New Orleans, LA"
"24","Mubashar Ali","F","7-0","230","FR","Helsinki, Finland"
"30","DeRias Johnson","G","6-3","180","SO","Dallas, TX"
