"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tommy Hamilton IV","F","6-11","250","SR","Chicago, IL"
"1","Brandone Francis","G","6-5","205","JR","Romana, Dominican Republic"
"2","Zhaire Smith","G","6-5","195","FR","Garland, TX"
"3","Josh Webster","G","6-4","175","JR","St. Louis, MO"
"4","Hyron Edwards","G","6-0","170","JR","East Chicago, IN"
"5","Justin Gray","G","6-6","210","SR","Tampa, FL"
"10","Niem Stevenson","G","6-5","205","SR","Dallas, TX"
"11","Zach Smith","F","6-8","220","SR","Plano, TX"
"12","Keenan Evans","G","6-3","190","SR","Richardson, TX"
"13","Alex Vilarino","G","6-0","180","FR","Mckinney, TX"
"21","Malik Ondigo","F","6-10","210","FR","El Mirage, AZ"
"23","Jarrett Culver","G","6-5","190","FR","Lubbock, TX"
"24","Avery Benson","G","6-3","185","FR","Springdale, AR"
"25","Davide Moretti","G","6-3","165","FR","Bologna, Italy"
"30","Andrew Sorrells","G","6-3","170","SO","North Richland Hills, TX"
"32","Norense Odiase","C","6-9","245","JR","Fort Worth, TX"
"35","Parker Hicks","G","6-5","200","FR","Decatur, TX"
