"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Josh Cunningham","F","6-7","233","JR","Chicago, IL"
"1","Darrell Davis","G","6-5","170","SR","Detroit, MI"
"3","Trey Landers","G","6-5","224","SO","Dayton, OH"
"4","Jordan Davis","G","6-2","195","FR","Irmo, SC"
"10","Jalen Crutcher","G","6-1","161","FR","Memphis, TN"
"11","Matej Svoboda","F","6-7","224","FR","Ostrava, Czech Republic"
"13","Kostas Antetokounmpo","F","6-10","197","FR","Athens, Greece"
"14","Jordan Pierce","C","6-11","265","FR","Scotch Plains, NJ"
"15","John Crosby","G","6-3","197","JR","Baltimore, MD"
"20","Xeyrius Williams","F","6-9","205","JR","Springfield, OH"
"23","Jack Westerfield","G","6-1","180","JR","Cincinnati, OH"
"33","Ryan Mikesell","F","6-7","215","JR","Saint Henry, OH"
"44","Joey Gruden","G","6-1","185","SR","Leesburg, VA"
"50","Dalton Stewart","G","6-2","190","FR","Brookville, OH"
"--","Obadiah Toppin","F","6-8","193","FR","Ossining, NY"
