"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ryan Talyor","G","6-6","195","JR","Gary, IN"
"1","Marty Hill","G","6-5","180","JR","Brooklyn Park, MN"
"5","Solomon Hainna","F","6-6","195","SR","Inglewood, CA"
"10","Evan Kuhlman","F","6-8","220","FR","Liberty Township, OH"
"12","Dru Smith","G","6-3","190","SO","Evansville, IN"
"14","Dainius Chatkevicius","F","6-9","240","JR","Klaipeda, Lithuania"
"15","Dalen Traore","C","6-9","230","SR","Ivory Coast, Africa"
"25","Duane Gibson","G","6-3","195","SR","Cleveland, OH"
"30","Noah Frederking","G","6-4","210","FR","Okawville, IL"
"33","K.J. Riley","G","6-5","--","SO","Bronx, NY"
"35","John Hall","F","6-7","215","FR","Philadelphia, PA"
"50","Blake Simmons","G","6-5","210","SR","Newburgh, IN"
