"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Andrea Bernardi","G","6-4","180","FR","Verona, Italy"
"1","Richie Mitchell","G","6-1","175","JR","Michigan City, IN"
"2","Brian Parker","G","6-3","215","JR","Cleveland, OH"
"4","Isaiah Lamb","F","6-4","205","JR","Baltimore, MD"
"10","Ryan Carmello","G","5-11","160","FR","Latham, NY"
"11","Tobias Sjoberg","C","6-9","250","SO","Malmo, Sweden"
"13","Kristinn Palsson","G","6-6","200","JR","Reykanesbear, Iceland"
"14","Aleksandar Dozic","F","6-9","210","SO","Podgorica, Montenegro"
"15","Obi Momah","F","6-7","235","SR","Farmington, CT"
"22","Austin Williams","G","6-3","185","FR","West Orange, NJ"
"25","Tucker Lee","G","6-3","180","FR","Poughkeepsie, NY"
"30","Ryan Funk","G","6-6","190","JR","Clarence, NY"
"32","Michael Servetas","G","6-2","190","FR","Trumbull, CT"
"33","Connor McClenaghan","C","6-9","245","SR","Carrollton, TX"
"34","David Knudsen","G","6-5","205","JR","Copenhagen, Denmark"
"35","Lasse Gummerus","F","6-8","210","FR","Espoo, Finland"
