"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tanner Rubio","G","6-0","170","SO","Maitland, FL"
"1","JD Notae","G","6-2","180","FR","Covington, GA"
"2","Corey Romich","G","6-4","205","FR","Groton, MA"
"3","Devin Harris","G","6-4","200","SR","Tampa, FL"
"5","Damien Sears","F","6-7","230","FR","Haughton, LA"
"10","Aahmane Santos","G","5-10","175","JR","Dorchester, MA"
"11","Jalyn Hinton","G","6-5","195","FR","Boston, MA"
"14","Jace Hogan","F","6-6","225","JR","Melbourne, FL"
"15","Quinton Forrest","G","6-4","225","JR","Windermere, FL"
"20","Lee Richmond","G","6-1","160","SO","St. Louis, MO"
"21","Derrick Flowers","G","6-3","195","FR","Frisco, TX"
"22","Radwan Bakkali","C","6-10","250","JR","London, England"
"23","Dave Bell","C","6-9","210","JR","Cleveland, OH"
"25","Antwon Clayton","F","6-6","200","SR","Eustis, FL"
"33","Cody Helgeland","F","6-8","185","SR","Toccoa, GA"
