"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Donte Clark","G","6-4","195","SR","Charlotte, NC"
"1","Jerry Perry","G","6-3","175","JR","Maumelle, AR"
"2","Derrick Bruce","G","6-3","175","JR","Moreno Valley, CA"
"3","Demontrae Jefferson","G","5-7","150","SO","Milwaukee, WI"
"4","Kevin Scott","F","6-4","205","SR","Omaha, NE"
"5","Trayvon Reed","C","7-2","240","JR","Mobile, AL"
"11","Brian Carey","G","5-10","160","SO","Denver, CO"
"12","Devocio Butler","F","6-5","210","SR","Atlanta, GA"
"14","Lamont Walker","F","6-5","200","SR","Chicago, IL"
"15","Marquis Salmon","F","6-8","215","SR","Lancaster, CA"
"20","Cainan McClelland","G","6-4","165","FR","Houston, TX"
"23","Derrick Griffin","F","6-7","225","SO","Houston, TX"
"23","Divonte Lumpkin","G","6-1","175","SO","Chicago, IL"
"24","Justin Hopkins","F","6-5","215","SO","Huntsville, AL"
"25","Kevin Granger Jr.","F","6-5","194","FR","Houston, TX"
"30","Robert Lewis","G","6-4","190","JR","Compton, CA"
