"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Nick Weiler-Babb","G","6-5","205","JR","Arlington, TX"
"2","Cameron Lard","F","6-9","225","FR","Natchitoches, LA"
"3","Marial Shayok","G","6-6","201","SR","Ottawa, ON"
"4","Donovan Jackson","G","6-2","173","SR","Milwaukee, WI"
"5","Lindell Wigginton","G","6-2","188","FR","Dartmouth, NS"
"12","Michael Jacobson","F","6-9","231","JR","Waukee, IA"
"13","Jakolby Long","G","6-4","212","SO","Mustang, OK"
"23","Zoran Talley","F","6-7","190","JR","Merrillville, IN"
"24","Terrence Lewis","G","6-6","198","FR","Milwaukee, WI"
"30","Hans Brase","F","6-9","229","SR","Clover, SC"
"33","Solomon Young","F","6-8","245","SO","Sacramento, CA"
"55","Jeff Beverly","F","6-6","242","SR","League City, TX"
