"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Parker Jackson-Cartwright","G","5-11","170","SR","Los Angeles, CA"
"1","Rawle Alkins","G","6-5","220","SO","Brooklyn, NY"
"3","Dylan Smith","G","6-5","170","SO","Mobile, AL"
"4","Chase Jeter","F","6-10","230","JR","Las Vegas, NV"
"5","Brandon Randolph","G","6-6","175","FR","Yonkers, NY"
"11","Ira Lee","F","6-7","235","FR","Los Angeles, CA"
"13","Deandre Ayton","F","7-1","250","FR","Nassau, Bahamas"
"14","Dusan Ristic","C","7-0","245","SR","Novi Sad, Serbia"
"20","Talbott Denny","F","6-5","215","SR","Tucson, AZ"
"23","Alex Barcello","G","6-2","180","FR","Chandler, AZ"
"24","Emmanuel Akot","G","6-7","200","FR","Winnipeg, MB"
"25","Keanu Pinder","F","6-9","220","SR","Perth, WA"
"35","Allonzo Trier","G","6-5","205","JR","Seattle, WA"
"50","Tyler Trillo","G","5-11","170","JR","Southbury, CT"
"52","Kory Jones","G","6-3","170","SO","Herndon, VA"
"54","Matt Weyand","F","6-5","190","FR","Santa Ana, CA"
"55","Jake DesJardins","F","6-6","215","SO","Henderson, NV"
