"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Justin Mazzulla","G","6-3","185","FR","Warwick, RI"
"1","Terry Nolan Jr.","G","6-2","175","FR","Essex, MD"
"2","Armel Potter","G","6-1","180","JR","Long Island, NY"
"3","Jair Bolden","G","6-4","205","SO","Brooklyn, NY"
"4","Justin Williams","G","6-4","215","SO","Glen Burnie, MD"
"5","Adam Mitola","G","6-2","205","SO","Florham Park, NJ"
"10","Patrick Steeves","F","6-8","232","SR","Montreal, PQ"
"11","Arnaldo Toro","F","6-8","245","SO","Hormigueros, PR"
"12","Yuta Watanabe","G","6-9","196","SR","Kagawa, Japan"
"13","D.J. Williams","G","6-7","200","JR","Chicago, IL"
"14","Maceo Jack","G","6-5","190","FR","Buffalo, NY"
"21","Luke Sasser","F","6-5","220","SO","Raleigh, NC"
"30","Jack Granger","G","5-7","185","SR","Middlefield, CT"
"32","Javier Langarica","F","6-9","180","FR","Bilbao, Spain"
"35","Bo Zeigler","F","6-6","200","SR","Detroit, MI"
