"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Dominique Matthews","G","6-2","190","SO","Chicago, IL"
"1","Marcus Ottey","G","6-2","175","SO","Ajax, ON"
"2","Michael Diggins","F","6-8","185","FR","Las Vegas, NV"
"3","Jacob Wiley","F","6-7","200","FR","Houston, TX"
"4","Tarkus Ferguson","G","6-4","180","SO","Belleville, IL"
"5","Ralph Bissainthe","G","6-6","195","FR","North Miami, FL"
"10","Dikembe Dixson","F","6-7","200","SO","Matewan, WV"
"13","Jordan Blount","F","6-8","200","SO","Cork, Ireland"
"15","Godwin Boahen","G","5-11","175","SO","Toronto, ON"
"21","Tai Odiase","F","6-9","220","SR","Glenwood, IL"
"22","Naradain James","F","6-7","205","JR","Kalamazoo, MI"
"32","Clint Robinson","F","6-8","235","SR","Montego Bay, Jamaica"
