"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kyle Brown","G","5-10","150","SO","Missouri City, TX"
"2","Myles Smith","G","6-0","195","FR","Klein, TX"
"3","Joseph Kilgore","G","6-5","190","SR","Houston, TX"
"4","Ehab Amin","G","6-4","200","SR","Alexandria, Egypt"
"5","David Bloom","G","6-4","205","SR","Plano, TX"
"10","Perry Francois","F","6-8","225","SO","North Miami, FL"
"11","Kareem South","G","6-2","185","SO","Toronto, ON"
"12","Peyton Smith","G","6-0","190","FR","Corpus Christi, TX"
"13","Deion Rhea","F","6-7","225","FR","Porter, TX"
"14","Elijah Schmidt","F","6-8","230","FR","Porter, TX"
"20","Colin Hale","G","6-1","170","SO","Aransas Pass, TX"
"21","Tre Gray","G","6-2","170","FR","Oakland, CA"
"22","Emmanuel Toney","G","6-2","185","SR","Bowie, MD"
"24","Jamell Bradley","G","6-6","205","FR","SAN ANTONIO, TX"
"34","York Benjamin","F","6-8","215","FR","Tulsa, OK"
