"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ty Cockfield","G","5-11","185","JR","Gainesville, GA"
"1","Rashad Lindsey","G","5-11","165","SR","St. Louis, MO"
"2","Salif Boudie","F","6-8","212","SO","Mali, West Africa"
"3","Marquis Eaton","G","6-2","196","FR","Helena, AR"
"4","Tristin Walley","F","6-7","211","JR","Richton, MS"
"5","C.J. Foster","G","6-2","188","SR","Lawrenceville, GA"
"10","Grantham Gillard","G","6-4","205","JR","Minneapolis, MN"
"11","Christian Willis","G","6-0","193","SO","St. Louis, MO"
"12","Connor Kern","G","6-4","186","SO","Pickerington, OH"
"13","Morgan McKay","F","6-8","215","FR","Banner Elk, NC"
"15","Jake Scoggins","F","6-9","211","FR","Benton, AR"
"23","Deven Simms","G","6-4","204","SR","St. Louis, MO"
"25","Shaquillo Fritz","F","6-8","202","JR","Freeport, GB"
"32","Tamas Bruce","F","6-7","193","SR","Osceola, AR"
"33","Andrew Riley","G","5-10","183","SR","Jackson, MS"
