"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Zane Martin","G","6-4","205","SO","Philadelphia, PA"
"1","Travis Ingram","G","6-3","177","FR","Suffolk, VA"
"2","Jordan McNeil","G","6-5","192","JR","Baltimore, MD"
"3","Deshaun Morman","G","6-3","190","SR","Richmond, VA"
"4","Justin Gorham","F","6-7","230","SO","Baltimore, MD"
"5","Jeffrey Prophete","G","6-2","185","FR","Sunrise, FL"
"11","Dennis Tunstall","F","6-8","215","SO","Willingboro, NJ"
"12","Van Rolle","G","6-1","175","SR","Edgewood, MD"
"13","Quinton Drayton","G","6-5","190","FR","Bowie, MD"
"20","Nakye Sanders","F","6-8","235","SO","Staten Island, NY"
"22","Brian Starr","G","6-3","185","SR","Kansas City, MO"
"23","Mike Morsell","G","6-5","210","SR","Fort Washington, MD"
"33","Eddie Keith II","G","6-5","240","SR","Orlando, FL"
"44","Alex Thomas","F","6-9","265","JR","Hawthorne, NJ"
