"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nelly Cummings","G","6-0","175","FR","Midland, PA"
"1","Demajeo Wiggins","F","6-10","240","JR","Toledo, OH"
"3","Rodrick Caldwell","G","5-10","175","SO","Dayton, OH"
"5","Dylan Frye","G","6-2","170","SO","Pembroke Pines, FL"
"10","Justin Turner","G","6-4","190","FR","Detroit, MI"
"11","Antwon Lillard","G","6-5","180","JR","Cleveland, OH"
"13","Jeffrey Uju","F","6-7","220","JR","Bolingbrook, IL"
"24","Matt Fox","G","6-4","190","SR","Maumee, OH"
"25","Daeqwon Plowden","G","6-6","195","FR","Philadelphia, PA"
"30","Ethan Good","G","6-1","180","SO","Wapakoneta, OH"
"33","Matiss Kulackovskis","F","6-9","210","FR","Saldus, Latvia"
"40","Derek Koch","F","6-9","260","FR","West Salem, OH"
"52","Joniya Gadson","C","6-10","260","FR","Miami Gardens, FL"
