"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Dondre Duffus","G","6-3","183","JR","Palm Beach, FL"
"3","Ray Kowalski","G","6-3","195","FR","Concord, NC"
"4","Milos Vranes","F","6-7","200","SR","Belgrade, Serbia"
"5","Jonathan Dalton","G","5-10","155","JR","New Orleans, LA"
"10","Khalil Cuffee","G","6-4","210","FR","Fairburn, GA"
"13","Isaiah Gable","F","6-7","195","FR","Greenville, OH"
"15","Donnie Lewis","G","6-1","170","JR","Lexington, KY"
"20","Justin Carpenter","F","6-9","230","FR","Aalborg, Denmark"
"22","Skyler Hogan","G","6-3","180","SO","Melbourne, FL"
"23","Daniel Simmons","G","6-2","204","SR","Biggersville, MS"
"25","Ledarrius Brewer","G","6-5","200","FR","Meridian, MS"
"34","Denzel Mahoney","G","6-4","213","SO","Oviedo, FL"
"42","Mark Laros","C","6-10","223","JR","Aalborg, Denmark"
