"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brandon Goodwin","G","6-2","180","SR","Norcross, GA"
"1","Troy Baxter Jr.","F","6-8","200","SO","Tallahassee, FL"
"2","Joshua Ko","G","6-1","167","SR","Kailua, HI"
"3","Darnell Rogers","G","5-3","150","FR","Baltimore, MD"
"5","Zach Johnson","G","6-2","195","JR","Miami, FL"
"10","Kyle Hoffman","G","5-9","140","SO","LAWRENCE, KS"
"11","Christian Terrell","G","6-5","187","SR","Jacksonville, FL"
"12","Mark Matthews","G","6-6","215","JR","Fort Myers, FL"
"13","RaySean Scott Jr.","F","6-7","213","SO","Compton, CA"
"15","Ricky Doyle","F","6-10","253","JR","Cape Coral, FL"
"20","Ryan McAdoo","G","6-5","190","FR","Boca Raton, FL"
"21","Brady Ernst","F","6-10","230","SO","Clinton, IA"
"23","Christian Carlyle","G","6-6","210","SO","Jacksonville, FL"
"24","Michael Gilmore","F","6-10","210","JR","Jacksonville, FL"
"30","Brian Thomas","F","6-9","240","FR","Marietta, GA"
"31","Dinero Mercurius","G","6-4","200","JR","Orlando, FL"
"32","Antravious Simmons","F","6-9","250","SR","Miami, FL"
"33","Dolan Mahoney","G","6-2","185","JR","Bradenton, FL"
"55","Ryan Rocuant","C","6-10","220","FR","Estero, FL"
