"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jason Massey","G","6-4","220","SR","Cooper City, FL"
"1","Travis Fuller","F","6-9","225","JR","Encinitas, CA"
"2","Brandon Anderson","G","6-1","170","SO","Mahwah, NJ"
"3","George Mawanda-Kalema","G","6-3","180","FR","Burke, VA"
"3","Steven Spieth","F","6-6","200","SR","Dallas, TX"
"4","Obi Okolie","G","6-5","205","JR","Ajax, ON"
"5","Tavon Blackmon","G","6-0","180","SR","Upper Marlboro, MD"
"5","Joshua Howard","F","6-6","205","SO","Charlotte, NC"
"10","David Erebor","F","6-9","230","SO","Sykesville, MD"
"11","Chris Sullivan","G","6-3","180","JR","Wilmette, IL"
"12","JR Hobbie","G","6-4","190","SR","Spring Lake, NJ"
"15","Jake Shaper","G","6-3","195","FR","Houston, TX"
"20","Zach Hunsaker","G","6-2","185","SO","Orem, UT"
"22","Patrick Triplett","G","6-4","225","SR","St. Louis, MO"
"24","Desmond Cambridge","G","6-4","180","FR","Nashville, TN"
"25","Tamenang Choh","F","6-5","210","FR","Lowell, MA"
"44","Matt DeWolf","F","6-9","230","FR","Barrington, RI"
