"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Hayes Garrity","G","6-2","175","SR","Beaverton, OR"
"1","Geno Luzcando","G","6-3","200","SR","Santiago, Chile"
"4","Sam Dowd","G","5-7","167","JR","Seattle, WA"
"10","Lyle Sutton","G","6-2","185","FR","Rexburg, ID"
"11","Erik Nakken","G","6-3","195","SR","Cedar City, UT"
"13","Novak Topalovic","C","7-0","230","JR","Nis, Serbia"
"15","Brandon Boyd","G","5-11","170","SO","Los Angeles, CA"
"21","Jared Stutzman","G","6-6","200","SO","Idaho Falls, ID"
"22","Jacob McCord","F","6-7","220","JR","Kailua, HI"
"23","Houston Wahlen","G","6-2","175","FR","Aberdeen, ID"
"24","Blake Truman","F","6-8","230","JR","Las Vegas, NV"
"25","Gary Chivichyan","G","6-4","200","SO","Los Angeles, CA"
"32","Balint Mocsan","G","6-3","182","SO","Budapest, Hungary"
"35","Kyle Ingram","F","6-8","220","SR","Orange, CA"
"44","Callum Kimberley","F","6-8","225","FR","Perth, WA"
"--","Josh Erickson","F","6-7","205","SO","Enumclaw, WA"
