"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jacob Orender","G","6-0","175","JR","Jacksonville, FL"
"1","Darius McNeill","G","6-3","175","FR","Houston, TX"
"2","Juhwan Harris-Dyson","G","6-5","198","FR","Northridge, CA"
"3","Paris Austin","G","6-0","185","JR","Oakland, CA"
"10","Justice Sueing","F","6-7","209","FR","Honolulu, HI"
"12","Austin McCullough","G","6-4","197","FR","Birmingham, AL"
"13","Jules Erving","F","6-6","201","FR","Atlanta, GA"
"14","Don Coleman","G","6-3","193","JR","Augusta, GA"
"15","Roman Davis","F","6-7","204","SO","Carson, CA"
"20","Derek King","G","6-3","198","SR","Shanghai, China"
"21","Nick Hamilton","G","6-3","201","SR","Inglewood, CA"
"22","Kingsley Okoroh","C","7-1","267","SR","Derby, England"
"24","Marcus Lee","F","6-11","225","SR","Antioch, CA"
"25","Deschon Winston","G","6-2","175","FR","Woodland Hills, CA"
"34","Grant Anticevich","F","6-8","217","FR","Sydney, NSW"
"42","Cole Welle","F","6-8","230","SR","Aptos, CA"
