"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Clyde Trapp","G","6-4","192","FR","Columbia, SC"
"2","Marcquise Reed","G","6-3","189","JR","Landover, MD"
"3","Lyles Davis","G","5-11","160","JR","Charleston, SC"
"4","Shelton Mitchell","G","6-3","194","JR","Waxhaw, NC"
"5","Mark Donnal","F","6-9","232","SR","Monclova, OH"
"10","Gabe DeVoe","G","6-3","207","SR","Shelby, NC"
"11","Isaac Fields","G","6-1","180","SO","Pewee Valley, KY"
"14","Elijah Thomas","F","6-9","237","JR","Dallas, TX"
"20","Malik William","F","6-8","226","FR","Orlando, FL"
"21","Anthony Oliver II","G","6-5","190","FR","Clemson, SC"
"22","Scott Spencer","G","6-6","190","SO","Suffolk, VA"
"24","David Skara","F","6-8","208","JR","Zadar, Croatia"
"25","Aamir Simms","F","6-7","237","FR","Palmyra, VA"
"32","Donte Grantham","F","6-8","215","SR","Martinsburg, WV"
