"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Zo Tyson","F","6-9","195","JR","Fayetteville, NC"
"3","Raquan Mitchell","G","6-3","185","SO","Homestead, FL"
"10","Che Bob","F","6-6","220","SR","Charlotte, NC"
"11","Prentiss Nixon","G","6-1","180","JR","Bolingbrook, IL"
"12","Juan Sabino II","G","5-11","170","SO","Fountain, CO"
"13","Lorenzo Jenkins","G","6-7","210","SO","Naples, FL"
"14","Robbie Berwick","G","6-4","195","JR","Atascadero, CA"
"15","Anthony Bonner","G","6-2","170","SO","LAWRENCE, KS"
"20","Deion James","F","6-8","215","JR","Tucson, AZ"
"21","Logan Ryan","F","6-9","--","FR","Plymouth, MI"
"22","J.D. Paige","G","6-3","166","JR","Denver, CO"
"30","Kris Martin","G","6-6","180","JR","Frisco, TX"
"32","Nico Carvacho","F","6-11","240","SO","Frisco, TX"
