"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Bryce Canda","G","6-4","200","SR","Portland, OR"
"1","Tyrell Henderson","G","6-3","180","SO","TEMPE, AZ"
"2","Michael Mayhew","G","6-2","195","JR","Flower Mound, TX"
"3","Deontae North","G","6-4","190","SR","Corona, CA"
"4","Brendan Rumel","F","6-10","235","SO","Tucson, AZ"
"5","Traylin Farris","C","6-8","225","SR","Pearland, TX"
"10","Devyn Wilson","G","6-3","175","JR","Brooklyn, NY"
"11","Deante Strickland","G","5-10","175","JR","Portland, OR"
"13","Jamie Orme","F","6-7","200","JR","Seattle, WA"
"15","Braxton Tucker","F","6-6","220","SR","Tacoma, WA"
"22","Brandon Hollins","F","6-6","200","SR","St. Louis, MO"
"23","Holland Woods","G","6-0","170","FR","Phoenix, AZ"
"25","Derek Brown","G","6-0","170","JR","Federal Way, WA"
"30","Vonte Carter","G","6-2","170","JR","Portland, OR"
"44","Ryan Edwards","C","7-1","290","SR","Kalispell, MT"
