"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Will Emery","F","6-9","215","SO","San Francisco, CA"
"1","Cameron Smith","G","6-1","180","SR","Bristow, VA"
"2","Isaac Letoa","G","6-1","170","FR","Auckland, New Zealand"
"3","Ian Carter","F","6-7","205","SO","Los Angeles, CA"
"4","Taylor Johnson","G","6-4","180","SR","Fort Worth, TX"
"5","Ian Sistare","G","6-3","195","SO","Dublin, NH"
"10","James Foye","G","6-4","190","SO","Hamilton, MA"
"12","Evan Boudreaux","F","6-8","220","JR","Lake Forest, IL"
"14","Guilien Smith","G","6-2","200","JR","Boston, MA"
"15","Brendan Barry","G","6-2","170","SO","Red Bank, NJ"
"22","Miles Wright","G","6-5","210","SR","Boston, MA"
"23","Chris Knight","F","6-6","195","FR","Windsor, WI"
"24","Aaryn Rai","G","6-6","185","FR","Markham, ON"
"33","Adrease Jackson","F","6-8","215","FR","Santa Margarita, CA"
