"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Pookie Powell","G","6-0","180","JR","Orlando, FL"
"1","Johnnie Shuler","G","5-11","175","SR","Washington, DC"
"2","Amar Stukes","G","6-2","190","SR","Philadelphia, PA"
"3","Jamir Moultrie","G","6-1","170","FR","Washington, DC"
"4","Miles Brookins","C","6-10","207","FR","Cypress, CA"
"5","Tony Washington","C","6-10","230","SR","Detroit, MI"
"10","Isiah Deas","G","6-6","185","SO","Brooklyn, NY"
"13","Saul Phiri","G","6-4","210","SO","Haverhill, MA"
"20","B.J. Johnson","G","6-7","200","SR","Philadelphia, PA"
"23","Dajour Joseph","G","6-6","207","FR","Fort Lauderdale, FL"
"25","Traci Carter","G","6-1","175","JR","Philadelphia, PA"
"31","Cian Sullivan","C","7-2","215","FR","Tralee, Ireland"
