"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Junior Etou","F","6-8","235","SR","Pointe-Noire, Congo"
"00","Jeriah Horne","F","6-7","219","SO","Overland Park, KS"
"1","Martins Igbanu","F","6-8","244","SO","Lagos, Nigeria"
"2","DaQuan Jeffries","F","6-5","225","JR","Edmond, OK"
"3","Elijah Joiner","G","6-3","205","FR","Chicago, IL"
"4","Sterling Taplin","G","6-1","200","JR","East Amherst, NY"
"5","Lawson Korita","G","6-5","207","SO","Little Rock, AR"
"10","Curran Scott","G","6-4","210","SO","Edmond, OK"
"11","Darien Jackson","G","6-2","188","FR","Overland Park, KS"
"13","Jaleel Wheeler","G","6-4","195","SR","Newark, NJ"
"32","Corey Henderson Jr.","G","6-4","180","SR","Dallas, TX"
"34","Alex Foree","F","6-5","212","JR","Fort Smith, AR"
"35","Geno Artison","F","6-9","205","JR","Seattle, WA"
