"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Keyon Jones","G","6-1","207","JR","Dorchester, MA"
"1","Shunn Buchanan","G","6-0","170","SO","Durant, MS"
"2","Wayne Stewart","G","6-6","185","JR","Philadelphia, PA"
"3","Gabe Hadley","G","6-3","195","FR","Melbourne, VIC"
"5","Kortrijk Miles","G","6-4","180","FR","Dallas, TX"
"10","Jemerrio Jones","F","6-5","200","SR","Memphis, TN"
"11","Johnathon Wilkins","F","6-10","230","SR","Lille, France"
"12","A.J. Harris","G","5-9","170","SO","Dayton, OH"
"13","Sidy N'Dir","G","6-2","190","JR","Bourgoin-jallieu, France"
"15","Joe Garza","G","6-0","185","SR","Las Cruces, NM"
"22","Eli Chuha","F","6-7","230","JR","Redlands, CA"
"23","Zach Lofton","G","6-4","180","SR","St. Paul, MN"
"24","Leston Gordon","C","6-8","215","JR","Tunapuna, Trinidad"
"33","Johnny McCants","F","6-7","225","JR","Las Cruces, NM"
"--","C.J. Bobbitt","F","6-7","225","JR","Kildare, TX"
"--","Robert Brown","F","6-9","238","FR","Dallas, TX"
"--","Jabari Rice","G","6-4","160","FR","Houston, TX"
"--","JoJo Zamora","G","6-2","175","SR","Oakland, CA"
