"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Markus Howard","G","5-11","175","SO","Chandler, AZ"
"1","Ed Morrow","F","6-7","235","JR","Chicago, IL"
"2","Sacar Anim","G","6-5","210","SO","Minneapolis, MN"
"4","Theo John","F","6-9","245","FR","Minneapolis, MN"
"5","Greg Elliott","G","6-3","170","FR","Detroit, MI"
"10","Sam Hauser","G","6-8","225","SO","Stevens Point, WI"
"12","Matt Heldt","C","6-10","245","JR","Neenah, WI"
"13","Ike Eke","F","6-9","225","FR","Lagos, Nigeria"
"21","Harry Froling","C","6-11","250","SO","Townsville, QLD"
"23","Jamal Cain","F","6-7","190","FR","Pontiac, MI"
"25","Haanif Cheatham","G","6-5","195","JR","Fort Lauderdale, FL"
"30","Andrew Rowsey","G","5-11","180","SR","Lexington, VA"
"52","Cam Marotta","G","5-10","175","JR","Mequon, WI"
